Obec trvaleho pobytu;Miesto pracoviska (obec);Periodicita dochadzky;POCET
520900;520462;1;1
520900;520926;1;1
523801;510262;2;1
523828;523585;1;297
523828;523828;2;35
523836;511218;2;1
523674;523585;2;1
559938;523569;2;1
523712;508179;1;1
524123;999999;1;1
524123;524000;1;4
524000;523763;1;1
524123;523887;2;1
523984;523585;2;4
523976;523585;2;3
543225;999999;1;3
543292;526509;2;2
543292;510262;1;1
543292;581674;2;1
523828;524131;1;6
523836;524115;1;4
523861;523658;1;1
523836;516643;1;1
523861;526720;2;1
523828;505960;1;1
526517;526517;2;4
543179;543578;2;4
526495;543578;1;18
543462;581640;2;1
526371;543292;2;3
543471;543268;2;1
526428;526371;2;1
526479;529354;2;1
543179;526371;2;1
526401;598186;2;3
526487;523496;1;1
543314;543292;1;5
543471;524140;1;1
543420;526410;1;4
526517;526657;2;2
526401;519006;1;2
520471;520004;1;69
543446;526355;1;3
526479;523585;1;1
520471;522902;1;1
520187;520471;1;48
520705;524140;1;1
520705;520578;1;9
523381;543292;2;6
520705;520578;2;1
520187;598186;2;2
520187;506524;2;1
520098;522279;1;1
520128;520004;2;1
520853;598216;1;1
523381;508021;1;6
523381;523658;2;10
523381;523488;2;1
520471;000000;2;24
543624;524140;2;1
543578;523828;1;1
543578;598224;1;1
543624;543331;1;2
543641;518158;1;1
520471;520098;1;1
543578;509132;2;1
520471;520225;1;2
520471;507814;1;1
543624;523542;1;1
543578;598682;2;1
526614;526355;2;1
523381;503665;1;1
523381;598127;1;1
523402;523445;1;8
523437;523585;1;3
523381;525634;1;1
523381;508101;1;1
523631;523381;2;14
523437;598186;1;1
523488;523402;1;3
523445;523381;2;3
523381;529389;2;3
523381;529427;1;1
523844;523844;1;110
523844;523381;1;235
523631;508438;1;8
523631;523402;1;9
523631;510858;2;1
523631;523950;1;1
523488;523844;1;1
523518;529320;1;3
523844;509043;2;1
523763;529320;1;1
523631;517593;2;1
524034;523925;1;51
523933;000000;1;38
523933;523925;2;19
560103;523381;1;180
524018;543292;2;1
523925;523836;1;3
524131;580368;2;6
524107;599093;1;1
559890;523721;2;1
580368;580368;2;8
524107;528595;2;1
524026;526355;1;1
523933;523721;1;1
523933;510734;2;1
560103;513156;1;1
524131;529460;1;1
524140;528595;1;116
524140;525405;2;43
524140;524654;1;14
523879;523950;2;1
523925;526355;2;1
523879;523844;1;1
523925;526916;1;1
523879;599093;2;1
524140;524794;1;9
524140;519987;1;1
524140;504025;1;2
524140;508217;1;4
524140;508063;1;7
524140;519375;1;1
524140;525286;2;1
524140;524743;2;2
524255;000000;1;4
524158;529435;2;1
524140;521299;1;1
524263;524352;1;1
524468;524468;2;10
524221;524743;1;4
524140;528919;2;1
524140;513016;2;1
524336;519006;2;3
524361;524140;2;10
524476;525260;1;13
524433;529371;1;1
524433;556823;2;1
524468;598186;2;3
524352;524760;2;3
524417;524336;2;1
524352;524620;1;1
524468;518590;2;1
524417;521639;1;1
524450;524191;2;1
524395;529346;2;1
524361;518590;1;1
518522;525405;2;1
524662;524140;2;17
524905;529346;2;1
524808;524301;2;1
525111;524174;1;2
525073;518590;1;4
518590;598151;1;7
524913;524140;1;63
559971;528099;1;1
524832;525405;1;1
524743;529320;1;1
518590;528722;1;1
524867;525154;1;31
518590;525138;1;1
524760;524620;1;1
524867;525073;1;2
524867;522376;2;1
525201;521523;1;2
525031;599816;1;1
525073;525154;1;1
525031;524760;1;2
525162;525405;1;1
525022;598224;1;1
525065;525057;1;2
525065;528595;1;1
525073;518522;1;1
525201;999999;2;2
525201;521817;2;1
525201;525499;1;1
525022;543292;1;1
525057;519448;1;1
524522;000000;2;3
524620;599841;2;2
524506;529435;1;1
524654;524522;1;2
524638;500968;1;1
524514;524140;2;7
524654;525341;1;1
524531;529435;2;2
524620;524913;1;2
524531;524191;1;1
524620;525111;1;1
524549;506745;2;1
524620;529371;2;1
524522;559971;1;1
525260;543268;1;23
524239;524239;1;164
525405;524433;1;1
525341;525065;1;1
525405;598186;1;6
525391;524832;1;2
525146;524603;1;46
525286;543292;2;1
525332;525499;1;2
525146;598186;2;14
525286;518590;1;4
525405;519448;1;1
525383;525201;1;1
525260;598186;1;5
525405;529346;1;1
525405;518522;1;1
525341;529460;2;1
525286;599093;2;1
525146;524981;1;10
525294;524204;1;1
524611;525405;2;1
524611;517402;2;1
524239;543578;1;2
524298;999999;1;1
525146;529338;2;1
524239;599859;2;2
524671;599093;1;2
524379;524689;1;1
524778;999999;2;101
524816;524816;2;1
524611;598151;2;1
524689;529320;1;1
524611;599794;2;1
524603;504009;2;1
524603;000000;1;16
524689;525235;1;2
524492;524620;1;1
524344;529320;1;1
525413;524263;1;1
525146;524671;2;1
525430;509540;1;1
525456;999999;1;4
525456;529371;2;1
525502;000000;2;1
525430;524581;1;1
525146;526959;1;1
525448;524301;1;2
525413;598186;2;2
524824;525146;2;1
524778;526819;1;7
524778;526797;2;1
524778;523381;2;4
525006;525006;1;115
524778;529435;2;1
524956;525260;2;1
524956;525219;1;1
520802;520934;2;5
520802;529460;1;12
525375;000000;1;3
525316;525316;1;43
520802;599824;1;6
520802;520624;1;2
520802;559547;1;1
520161;520161;1;122
520365;520918;1;3
520802;528447;2;1
525235;525405;2;2
525219;524140;1;19
525120;508438;1;1
525006;524662;1;1
525081;524140;1;17
525235;519448;1;1
525235;598194;1;1
525235;524743;1;1
525049;526444;1;1
525120;524301;2;1
525006;524573;1;1
525049;503584;2;1
525219;524239;2;1
520390;520390;1;24
521108;529320;1;2
520217;000000;1;1
520390;520829;2;1
520039;598186;2;3
520641;529346;1;1
520641;520209;1;3
520365;599891;1;1
520641;599824;1;2
520659;508179;2;1
520039;516767;1;1
520161;524760;2;1
520641;520829;2;1
520748;506745;2;1
520438;520802;2;3
520764;000000;1;2
526665;508209;1;1
526665;527076;2;1
526924;526771;2;1
526819;598186;2;7
526711;523861;1;2
526738;526941;2;1
526673;523836;2;1
526746;526665;2;3
526771;526720;1;1
526819;526959;2;1
526720;526771;1;1
520918;520802;2;2
520934;521051;1;8
521108;599093;2;1
521051;529320;2;1
520942;520802;1;7
520918;599913;1;1
520829;520497;1;1
520888;520802;2;3
520918;523585;1;1
520918;599816;2;1
526916;523585;1;12
526827;000000;2;4
526827;000000;1;5
526959;517402;2;4
526886;507440;2;1
526924;527017;2;1
526924;526843;2;1
526959;526924;2;1
526924;524140;2;2
526941;598151;1;1
526851;529460;2;1
526924;508136;2;1
526959;598186;1;1
526843;598186;2;1
526878;529460;1;2
527106;524140;1;56
527165;527165;1;7
527840;529290;2;1
528048;999999;2;5
527173;527696;1;1
527181;000000;1;10
527840;598186;1;13
527181;528595;1;1
527181;527106;1;8
527840;525260;1;1
527840;520471;1;6
527114;529389;2;1
527840;505820;1;1
527106;999999;2;157
527386;527815;1;1
527475;522279;2;1
527530;527297;1;3
527475;528595;2;1
527335;999999;2;17
527475;000000;2;1
527637;529346;2;1
527572;527106;2;1
527131;528595;2;3
527971;519448;2;1
527408;999999;2;5
527408;527173;1;1
527700;527840;1;31
527921;999999;2;2
527980;527157;1;1
527203;999999;2;7
527939;999999;1;10
527262;599093;2;1
527521;527297;1;2
527793;527793;2;1
527611;527611;1;2
527106;508101;2;1
528048;519006;1;1
526975;526959;1;81
526967;529460;2;2
526967;598151;1;2
527033;000000;2;1
526975;526711;1;1
526983;000000;2;1
527050;529435;2;1
527092;598186;2;1
526983;524140;1;1
526991;543942;2;1
526991;526673;2;1
526967;599841;2;1
519391;524140;1;32
519391;519391;2;8
527211;518093;2;1
527246;524140;1;1
527106;560103;2;2
527106;517402;1;2
527106;512842;2;1
519537;999999;2;24
527696;523925;2;2
527947;599816;2;1
527785;599018;2;1
527955;000000;2;4
544051;529141;1;9
528081;999999;1;3
519995;524140;2;3
527777;527882;1;2
544051;519197;2;2
527882;529397;1;1
527661;529346;1;1
527777;999999;1;2
527904;529320;2;1
544051;512036;2;1
544051;529290;1;5
544051;528382;1;1
519561;519197;1;28
527319;527564;1;4
519537;519588;1;1
519448;599816;1;1
527319;529460;1;1
519197;528595;1;2
527319;527254;1;1
519316;598186;2;2
519391;000000;2;4
527327;598186;2;1
519332;529435;2;2
527394;527106;1;8
527505;519006;1;1
527483;000000;2;1
519391;519448;1;5
527556;527505;1;1
527505;527777;1;1
528901;581674;1;109
544159;528773;1;7
544078;522279;2;1
544051;517658;1;1
544094;599093;2;2
544094;522279;1;2
528781;581674;1;43
529001;522996;1;4
528811;523101;1;8
528811;581674;2;6
528889;528889;1;12
528871;528099;2;1
581674;999999;1;5
544221;529079;1;1
528820;528846;1;21
528871;000000;1;2
528731;529168;2;3
528838;544213;1;1
528901;524620;1;1
528854;599891;1;1
528765;522996;1;1
528862;599093;1;1
544221;544116;1;1
528871;529141;1;5
528871;528838;2;1
528927;599093;1;1
529192;520004;1;36
528943;544205;1;2
529028;599093;1;1
529052;529109;1;1
529141;510998;2;1
529052;518590;1;1
529141;529141;1;62
528927;598216;1;1
528986;524140;1;11
529079;999999;1;1
529044;999999;1;1
528919;522724;1;1
528935;999999;1;5
529044;581674;1;1
529133;529460;2;1
528994;999999;1;5
529125;598151;1;1
529052;599824;1;1
544213;529354;1;1
544213;000000;1;10
544141;519375;2;2
544159;523101;1;4
544213;528986;2;2
544108;528676;1;3
544108;599093;1;2
544175;544051;2;11
544175;599824;2;2
544213;581674;2;1
544132;528960;1;1
544213;529419;1;1
544159;527106;2;1
544124;000000;2;1
544159;544108;1;1
544124;522996;1;1
528773;544175;1;1
529176;544094;1;4
529192;528099;1;2
529257;502031;1;1
529206;523101;1;2
529168;598224;1;1
529257;544116;1;2
529141;529176;1;1
529231;000000;2;3
529168;529249;1;1
529257;529052;1;1
529141;528943;1;1
529231;559971;1;1
529168;528943;1;1
543497;521931;1;1
543322;543705;1;6
543373;543365;1;8
543322;543241;1;3
543322;513296;1;1
543497;529419;1;3
543365;512036;1;2
543365;599824;1;3
543322;543365;2;1
543373;526541;1;1
598151;000000;2;93
543705;526509;1;26
598151;599786;2;2
543705;526355;2;4
543705;521400;2;2
543501;543365;1;1
526649;526509;2;5
543551;512036;1;1
543659;543373;1;7
543501;543322;1;3
543497;523381;2;1
543497;521639;1;1
526541;000000;2;2
543187;524778;1;1
529281;521931;1;1
529290;529389;1;1
526509;521574;1;2
598151;528587;2;1
598151;525430;1;1
598151;544019;1;1
599875;999999;1;14
599875;526878;2;1
599875;526509;1;3
598186;525618;1;1
598186;519197;2;1
598186;560103;1;2
598151;521728;1;1
598151;514110;1;1
599875;528528;2;1
599875;504009;1;1
598186;521671;1;1
599972;599841;2;5
598216;598216;1;44
598208;599816;1;14
599883;543772;1;1
598216;598151;2;1
599859;599816;2;1
599883;521698;2;2
598208;521248;1;1
599883;522139;1;6
598216;529460;2;1
599883;599972;1;11
599883;529320;1;7
599883;528099;1;4
599883;599859;1;1
599841;525529;1;1
599883;507440;1;1
599841;521787;1;1
598224;529397;1;7
598224;522279;1;10
598224;599794;1;12
598224;559831;2;5
598682;599824;1;1335
598682;599841;1;1323
598224;521591;1;5
598224;518590;1;1
598224;521612;1;4
598224;521302;1;1
598224;525910;2;1
598224;519006;2;1
598682;529460;1;4
599824;521523;1;1
598682;524361;1;1
598682;598127;2;2
599824;598224;2;53
599816;598151;1;569
599018;521361;1;1
599093;598186;2;9
599824;522147;1;4
599824;521361;1;3
599018;503177;1;1
599093;599972;1;1
598682;513881;1;2
598682;504769;2;1
598682;559873;1;1
598682;543993;2;1
599824;524760;1;1
599824;521850;1;2
599824;523585;1;1
599816;512842;1;2
599816;521205;1;4
599816;523381;1;3
599816;524620;1;1
599816;522023;1;1
599816;544019;1;1
521248;598186;1;34
521221;598151;1;17
521221;598186;2;11
599816;524638;1;1
599786;599913;1;1
599794;521736;1;7
599794;529346;1;3
599824;526665;1;1
599913;000000;1;35
521159;598224;2;3
521299;599841;2;91
521205;580252;1;1
521337;599841;2;22
521159;519006;1;1
521205;599824;2;4
521205;521957;2;2
521167;000000;1;14
521256;521523;1;1
521221;521931;1;1
521281;599816;1;2
521183;599913;1;1
521299;508438;1;1
521507;599841;1;7
521698;521698;1;891
521493;521698;1;70
521485;598186;1;2
521507;521400;2;1
559873;511218;2;2
559873;559784;1;22
521442;521175;1;1
521507;522023;1;1
521493;521892;1;2
521477;598127;1;1
521418;521591;1;1
521370;522261;2;1
521361;599883;2;1
521370;518522;1;1
521469;521248;2;2
521493;598224;2;1
521370;598208;1;4
521558;598186;2;8
521558;599794;2;2
521523;599913;2;1
521507;525791;2;1
521582;521787;1;1
521612;599841;2;7
521671;522074;1;50
521591;528595;1;1
521612;514501;1;1
521639;524760;2;1
521639;599891;1;3
521639;543349;1;1
521302;999999;1;9
521311;000000;2;4
521329;521698;1;27
521329;599841;1;23
521345;525430;1;1
521299;517402;1;1
521671;559687;1;6
521671;599841;2;23
521752;598151;1;9
521671;599824;2;7
521680;526509;1;1
580252;000000;1;5
521698;517402;1;1
521680;521272;1;1
521680;521264;2;1
521680;521264;1;1
521698;599859;2;2
559784;599841;2;37
521973;599786;1;1
521884;599883;1;1
521892;521892;2;18
521892;521493;1;49
521906;000000;1;3
521957;599913;1;6
522104;598186;1;53
521892;599913;1;1
522040;598682;2;1
521931;000000;2;14
521957;599093;1;7
521973;598224;1;17
521949;529371;1;1
521965;521612;1;1
521931;599972;1;1
521906;528471;1;1
521957;521388;2;1
559784;599824;1;8
521981;000000;2;4
522139;518522;1;1
522163;522163;1;13
559865;999999;1;3
559784;522147;2;3
559865;521299;1;1
522007;521370;1;7
522082;598224;1;4
522074;599093;2;1
522082;525146;1;1
522066;000000;2;2
522091;522091;1;2
522031;999999;1;2
522091;999999;1;1
522104;598682;2;1
522007;543756;1;1
521809;598682;1;2
521698;518107;2;2
521876;599891;2;1
521817;598186;2;5
521850;999999;1;1
521736;521345;1;1
521850;599891;1;2
521795;000000;2;2
521817;521639;2;2
521841;599824;2;1
518140;559687;1;1
521825;524140;1;1
521876;528706;1;1
521949;599816;1;1
522198;000000;1;16
522121;598151;2;3
559784;521680;1;1
521779;559784;2;6
522121;522121;1;9
522155;599824;1;9
522155;598186;2;3
522147;580252;2;1
522279;520055;1;1
522279;522759;1;10
522279;502863;2;2
522279;581674;1;7
522279;522651;1;8
522279;522325;1;1
522295;522295;2;6
522210;599816;2;2
522210;598186;2;3
559881;000000;2;1
522261;521604;1;1
522244;599824;2;1
522261;599093;2;2
522244;559831;1;1
522261;506745;1;1
522805;522279;1;142
522368;522716;1;1
522368;528722;1;2
522368;522759;1;8
522287;508021;2;1
522287;598186;1;1
522287;543853;1;4
522368;523186;1;1
522406;522279;1;69
522694;507814;1;1
522872;522325;1;2
522571;522872;1;1
522805;544051;1;5
522732;522431;1;1
522783;522732;1;1
522759;522376;1;3
522686;522597;1;1
522686;522449;1;1
528579;522279;1;1
528692;543853;1;32
522881;522783;1;1
522945;522945;2;3
522872;000000;2;5
522996;520004;2;1
523062;526142;2;1
522996;521400;2;1
522961;529346;1;1
522961;528587;2;1
522376;518808;2;1
522562;523186;1;1
522406;999999;2;3
522481;523283;1;1
528404;598224;2;1
528404;528714;1;7
522546;522546;1;7
528404;599841;2;1
528307;543853;1;14
522376;599093;1;1
528307;999999;2;1
528307;528277;1;1
522511;522406;2;1
528307;543942;2;6
522414;528099;1;1
522481;522376;2;2
522376;524140;1;1
522465;524476;1;1
522481;999999;1;1
522431;529346;2;1
528277;543870;1;1
522406;544051;1;1
523071;523071;2;3
523071;000000;1;3
523101;000000;2;11
543853;528099;1;27
523119;522279;1;41
523062;598186;1;1
523186;544051;1;2
523101;544051;2;2
523186;543951;1;1
523208;598186;1;1
523259;999999;2;5
525529;598186;2;9
523364;522279;1;149
523372;522376;1;2
543942;528463;1;1
523275;522961;2;1
523259;528595;1;2
543942;000000;1;1
523364;520004;1;1
523348;529346;1;1
560022;525782;2;1
560031;525529;1;104
525529;514462;2;3
543853;528099;2;11
543853;528714;1;4
523216;521183;1;1
543870;522376;2;1
543870;598224;1;1
543853;519421;1;1
525634;529371;1;3
560022;560022;2;10
525723;526096;2;3
525723;526142;1;2
525537;525537;1;5
525537;525821;1;1
525561;525871;1;1
525618;543357;1;21
560022;525871;1;1
525596;525651;1;1
525553;514462;2;1
525553;528595;2;1
525553;515612;2;1
526347;526045;1;49
525863;526096;1;5
526282;526096;2;2
526291;529320;1;1
526312;525529;1;102
525821;517402;2;1
526061;526045;1;7
526061;521892;1;1
525863;525863;1;15
560065;525626;2;1
525898;526045;1;2
525898;525898;2;5
526045;598151;2;2
525910;526355;1;1
526061;525600;2;1
525821;525821;2;1
525871;525863;1;1
525863;525782;2;1
525961;525928;1;1
526347;526134;1;13
526207;526207;1;35
523089;523089;2;64
526207;599841;2;2
522325;598186;2;4
526223;525529;2;8
526231;525651;1;2
526312;000000;2;1
526126;525634;1;2
526347;528595;1;1
523089;522309;1;7
526312;512036;1;1
526207;526053;1;1
514748;525791;2;1
525642;526266;1;1
525669;999999;1;1
525723;599824;1;2
522554;522279;1;17
522309;522309;1;11
523313;523089;1;9
522309;522279;2;3
522490;522279;2;1
523089;522759;1;1
522317;523089;1;15
522317;522279;1;5
522457;523089;1;34
522627;522503;2;2
522503;522392;1;1
523089;598186;2;3
523089;523178;2;1
522384;522970;1;1
522503;523101;1;2
522538;522503;1;3
523330;543942;1;7
522554;560103;2;1
526355;524140;1;22
526355;599093;2;3
526355;510858;1;1
526355;523887;1;1
526355;543578;2;6
526355;543713;1;3
526355;529371;2;9
526355;525952;2;1
526355;526584;2;1
526355;509051;2;1
522821;999999;2;2
523178;000000;1;2
522627;519006;2;1
522716;598186;1;4
522821;598224;2;1
522929;599841;1;1
523330;543853;2;2
523232;523089;1;21
523330;522872;1;4
523321;522589;1;5
522821;523089;2;3
523232;528099;1;1
522929;599824;2;1
523321;523305;2;1
523321;523224;1;1
522937;522937;1;3
522660;522830;1;1
523038;523178;1;1
522660;522953;1;1
522643;522643;2;1
522953;599841;2;1
522716;507440;1;1
523178;522473;1;1
523178;522643;1;1
523003;525651;2;1
523330;522651;1;1
526355;543411;1;1
526355;513440;1;1
543489;543489;1;34
543403;560154;2;1
543268;543187;2;1
543152;543268;1;4
543195;543322;1;1
543268;543578;2;1
543284;526355;1;113
543331;513881;2;1
543268;543209;1;2
543411;598186;1;2
543284;526592;1;3
543411;599093;1;1
560154;518158;1;1
526533;599841;2;1
526576;526355;2;1
543519;543519;1;153
543667;526355;2;21
543713;543713;1;14
560154;519006;2;1
543519;518808;1;1
560154;526533;1;12
543594;521426;2;3
528099;528684;1;5
528099;528111;2;2
528099;519006;2;3
528099;557889;1;2
528102;528102;1;15
528188;528188;1;26
528251;528471;2;2
528099;522376;2;1
543594;523313;2;1
560154;512036;2;1
560154;543268;1;2
543721;517402;2;1
543594;529389;2;1
543594;512699;2;1
528170;543802;1;18
528200;543942;2;4
528218;598186;1;16
528145;528447;2;9
528170;528099;2;8
528129;598186;1;1
528251;543756;2;2
528285;000000;1;2
528293;598186;2;16
528234;522279;1;1
528161;543977;1;2
528269;543926;1;4
528200;528366;2;1
528226;528421;1;1
528510;528293;1;28
528285;598186;1;1
528668;528447;1;18
528676;528099;2;20
543756;528293;2;31
528528;528587;1;5
528471;528218;1;1
528471;598224;2;6
528447;543772;2;1
528447;528102;1;2
528480;599824;2;2
528501;544001;2;2
528501;528421;1;1
528447;525430;1;1
528480;543926;1;1
528447;557889;2;1
528455;523186;1;1
528544;528293;1;58
528684;000000;1;5
528625;528625;2;2
528544;999999;2;1
528552;528145;2;2
528609;528609;2;5
528609;524140;1;1
528676;521361;1;1
528684;528099;2;1
528609;522295;2;1
528544;528145;1;1
528625;000000;1;4
528587;528251;2;1
528536;599816;2;1
528609;599093;1;1
528641;999999;1;1
528315;000000;1;11
528366;522279;1;2
528421;000000;2;5
528315;599786;2;1
528382;598186;2;1
528374;000000;2;1
528447;528234;1;1
528439;000000;2;2
528366;520802;1;2
528323;528544;1;2
528722;598186;2;18
543756;543942;2;1
528706;528684;1;3
543756;000000;2;3
528684;528145;1;3
528722;517402;1;1
528722;599816;2;1
528706;543756;1;1
528153;999999;2;1
544001;528439;1;1
544035;000000;1;16
544035;522279;1;2
543951;528722;1;35
544019;599824;1;20
543985;528099;2;1
544001;528293;1;1
544019;000000;2;3
544019;544019;2;4
544001;543942;2;1
543918;500011;1;1
543918;543772;1;3
544001;000000;2;2
543926;528099;2;2
543985;522406;1;1
544001;599891;1;1
543934;522660;1;1
544027;000000;2;1
543799;528293;2;48
543802;599824;2;6
543845;599841;2;1
543781;599093;1;1
543802;526355;1;1
543845;599841;1;1
543861;599841;1;8
543802;543730;1;1
543802;513831;2;4
543896;528145;1;4
543896;528544;1;2
513806;599841;1;4
543799;528650;1;1
513849;522279;1;1
513806;000000;1;2
528153;528099;2;2
543802;513792;1;1
543799;521370;1;1
528595;529346;1;1690
528595;529354;1;259
528595;529311;1;139
528595;502031;1;2
528595;510386;1;2
528595;501522;1;1
529320;508438;2;8
529320;507067;1;1
529311;500828;1;1
529338;529397;1;200
529338;508101;1;5
529338;517402;2;1
529346;528595;1;3083
529346;500011;1;12
529346;508110;1;4
529346;504378;1;1
529346;598186;1;1
529354;508209;1;5
529362;529320;2;40
529362;529397;2;8
529362;529427;1;3
529397;529494;1;8
529397;507814;1;4
529397;558320;1;3
529397;508217;1;10
529397;529427;2;10
529397;501727;1;1
529397;505820;1;3
529401;529397;1;29
529371;507440;1;3
529389;529346;1;1845
529389;504009;1;2
529389;504769;1;2
529389;599093;1;1
529419;529346;1;368
529460;529401;1;30
529427;508098;1;1
529427;529494;1;1
529460;516643;2;1
529460;508250;1;3
529460;500011;1;24
529460;525146;1;1
529460;508365;1;4
529460;598186;2;5
529460;506524;1;1
529460;514829;1;1
529460;500640;1;1
508063;508195;1;63
508063;529460;1;59
507962;529320;1;14
508063;529311;1;8
507831;529338;1;1
508055;529371;1;50
508195;508063;1;102
507890;508349;1;2
507954;508021;1;1
508039;999999;2;2
507890;508381;1;1
529443;508055;1;1
508063;545333;1;1
504637;504769;1;18
504769;504262;1;1
504858;529354;1;1
508195;529460;1;11
504769;529397;1;17
508195;508039;2;3
504556;504513;2;2
504769;508381;1;5
504769;529401;1;1
508080;529354;1;6
504556;529346;2;2
504874;529371;2;1
504769;529362;1;3
508195;508179;2;1
504858;504581;2;1
504874;504629;1;2
508080;508233;2;3
504637;999999;2;1
500267;529346;1;3
508381;508365;1;3
508381;529354;1;10
500267;528595;2;1
504947;999999;2;5
500267;508179;1;1
504980;556114;2;3
508381;508012;1;1
508349;529427;2;1
508381;504513;2;1
508381;529419;1;1
504980;529389;2;1
508179;508047;2;9
508179;507555;1;4
508179;508187;1;2
508179;507849;1;5
508233;529443;1;1
504947;529338;1;3
508233;510998;2;1
508233;503011;2;1
508233;514225;1;1
504874;529494;1;1
504874;999999;1;1
507806;507857;1;1
507806;506877;1;9
507881;529320;2;6
507849;529362;1;4
508179;504220;2;1
508225;529354;1;27
507989;529320;2;41
508250;508101;1;131
508101;529460;1;39
508101;503665;1;2
507946;528595;2;3
508250;529320;2;18
508101;508250;1;31
508225;503690;1;1
508217;507822;1;18
508217;529311;2;2
508217;504131;1;9
508217;503827;1;2
508217;503690;1;1
508101;508110;1;1
507946;507849;1;14
507873;507211;1;1
508101;506940;1;1
507946;508217;1;2
507849;516589;2;1
555495;529320;1;23
555495;504629;1;1
503894;503894;1;140
508071;508110;1;9
503894;503819;1;3
508098;529460;2;1
555487;529397;1;3
503894;508063;2;1
503894;503835;1;3
508071;529354;2;1
508209;529320;1;117
508276;529320;1;144
508331;529320;1;27
508331;000000;1;20
508110;529389;1;7
508136;508276;1;13
508136;508292;1;5
508136;529338;2;1
508110;508209;1;1
508209;529389;2;1
508276;545333;1;1
555509;507938;1;36
555509;529397;1;4
555509;555509;2;2
508284;508306;1;1
508276;501514;2;1
508136;508209;2;1
545333;529397;2;1
507903;507903;2;8
503801;508217;1;71
545333;508098;1;2
503681;000000;2;5
503801;504025;1;1
507814;529401;1;1
545333;504009;1;1
501433;501727;1;6
501492;000000;1;15
501573;500011;2;3
503461;501603;1;6
501557;999999;2;4
501468;501875;1;2
503461;501999;1;1
501492;501808;1;1
555517;501808;1;1
555517;501417;1;1
501484;529346;2;1
580554;501905;2;2
501581;999999;2;5
501603;501603;2;12
501573;501506;1;1
501590;529397;1;2
501590;529389;2;1
501581;501964;1;1
501581;501620;1;1
501654;502022;2;1
501638;508217;1;1
501433;501531;2;1
501433;508349;1;1
501697;501433;1;184
580597;580597;1;1
501743;501697;1;1
555649;501433;1;68
555649;555649;1;19
501735;529371;2;2
501735;501972;1;8
501689;529320;2;2
501671;501697;1;4
501662;501433;1;1
501662;503835;1;2
501671;504106;1;1
501760;529371;1;1
501735;501786;2;3
501719;501581;1;1
555649;529346;2;1
501760;529460;1;2
501727;529460;1;7
501735;508179;2;1
501743;501522;1;1
501697;555720;1;1
501735;504815;2;1
501905;000000;1;258
501905;529397;1;29
501905;501824;2;1
501905;504131;1;1
501891;529346;2;1
501891;529371;1;3
501905;508292;1;1
501905;501603;2;1
555576;501921;1;11
501913;999999;2;4
501522;501581;1;2
555576;504106;2;1
555576;501611;1;1
501913;507903;1;1
501956;000000;2;1
501913;529460;2;1
501824;529346;1;8
501859;501824;1;1
501867;502014;1;2
501824;504815;1;1
501816;999999;1;1
501786;502014;1;1
501816;501905;2;1
501824;529494;1;1
501930;508365;1;1
501981;501905;1;8
501522;501140;1;1
501972;501905;2;1
501522;501735;1;2
501522;503703;2;1
503665;504114;1;17
503665;503746;1;10
503665;509540;1;1
503703;503860;1;10
503771;508217;1;15
503746;504009;2;1
503754;501433;2;1
503754;504190;1;1
503703;503606;1;1
503703;529346;2;2
503703;999999;1;2
503703;508292;1;2
502006;528595;2;3
502006;501522;1;3
502014;501905;1;3
502022;501620;2;1
502006;501450;1;1
503860;000000;2;8
503878;503771;1;23
503789;503665;1;6
503827;529346;2;4
503827;529389;2;1
503789;507296;1;9
555754;504114;1;1
504009;504025;1;60
504009;529460;1;39
504009;508225;1;1
504033;507032;1;18
504041;503665;1;40
504041;504009;2;12
504041;000000;1;12
504041;529346;2;2
504050;529460;1;11
504033;529460;1;2
504050;503011;1;1
504017;508438;2;1
504017;507440;1;1
504050;507440;2;1
503975;503673;1;11
503959;528595;2;15
503959;529320;2;13
503924;501654;1;2
504009;507296;1;4
503975;507741;2;1
503924;504173;1;2
503924;503011;1;1
504106;529346;1;16
504106;503665;1;71
504106;529397;1;3
504106;529443;1;3
504122;529354;2;10
504076;503665;2;6
504106;504173;1;3
504131;529354;1;22
504106;501824;1;1
504084;529443;1;1
507032;529397;2;9
507032;502031;2;3
507032;507202;1;5
507024;507032;1;168
506885;528595;1;14
506800;507563;1;2
504149;505820;1;1
504122;501573;1;1
504173;504050;1;1
507172;507172;1;95
507172;507253;2;10
507253;507172;1;3
506966;507253;1;14
506966;506966;1;43
507024;503959;1;3
507024;529346;2;6
556530;529346;2;1
507253;504009;1;3
507172;503011;1;2
507202;529460;1;1
506958;507075;1;1
506966;529320;2;4
506966;500950;1;1
556521;529311;1;2
556602;504998;1;2
507024;504157;2;1
507172;507521;1;1
556521;513016;2;1
556530;999999;1;2
507024;508438;2;1
507440;506206;1;17
507440;507555;1;2
507440;529494;2;2
507440;529354;2;3
507440;506257;1;1
507440;500968;1;1
507440;515850;2;1
507521;507032;2;3
507415;525260;1;1
507288;506745;2;5
507661;507318;1;5
507288;529346;1;2
507326;506966;1;1
507326;506958;1;5
507415;529354;2;2
507288;506001;1;3
507415;505820;2;1
506991;507156;1;44
507008;507709;1;4
506982;505421;2;1
506991;512036;1;1
504203;504513;2;38
507750;528595;2;11
507750;506206;1;5
507709;507385;1;4
507709;507156;2;11
507750;508101;2;1
