Obec trvaleho pobytu;Miesto pracoviska (obec);Periodicita dochadzky;POCET
556149;508179;1;1
556149;505820;2;2
556149;516643;1;1
542971;514454;2;1
556165;513881;2;1
556149;529311;2;1
581658;505315;1;22
505404;542971;1;4
505404;507032;1;3
505064;505234;1;2
505242;999999;1;4
505251;505790;1;3
581658;514268;1;2
505064;505064;2;1
505251;505552;1;1
505137;505137;1;28
505234;505757;1;7
581305;580457;2;2
505374;518158;1;2
505374;506851;1;1
505226;529389;2;1
581658;542652;1;2
505048;518913;2;1
505234;506001;1;3
505374;581658;2;1
505137;528595;1;1
505404;582387;2;1
505234;506991;1;1
505234;505315;1;1
556262;505048;2;5
542938;542792;2;4
542717;513016;1;1
556262;542938;2;1
556351;529371;1;1
504998;516970;2;1
556262;500011;2;5
542792;500011;2;1
542709;505820;1;1
556297;505285;1;1
556262;529389;1;1
542717;543047;1;1
556262;505404;1;2
500968;500968;1;3020
505641;505676;1;1
505641;542733;1;2
505421;529460;2;2
505714;529460;2;3
580457;505455;2;1
505536;504998;1;8
505510;505048;1;2
505421;507156;1;1
505617;505773;1;1
505498;507440;1;1
505421;529362;2;1
505498;529397;2;1
500607;502413;1;14
500062;500682;1;2
500151;507440;2;1
500542;500305;1;11
500585;500585;1;32
500968;500836;1;1
555916;529419;1;1
500968;500127;2;2
500127;500551;2;1
500305;529389;2;2
500305;529419;2;2
500437;529389;1;2
500658;516970;2;1
500747;999999;1;5
500364;513881;2;2
500828;500721;1;3
500658;529320;2;1
500305;529311;2;1
500542;500542;2;2
500607;000000;2;1
500747;500810;1;3
500721;529389;2;1
500500;500461;1;2
500429;500968;2;2
500364;529311;1;1
500321;500585;1;1
500542;999999;2;2
500585;502715;1;1
500461;500976;1;1
505773;580457;1;10
505773;556157;1;7
500968;506338;1;1
505714;542717;1;2
505714;507750;2;2
500755;500968;1;71
517305;500828;1;1
500828;500658;1;2
555932;555932;2;1
500925;500585;1;1
500984;529435;1;2
500976;500305;1;5
500976;500551;2;1
500755;500721;1;1
500836;529389;1;1
517674;517461;1;241
518018;529346;2;4
517674;513326;2;2
517992;513610;2;1
517895;517631;1;2
509132;529338;2;1
509132;529346;2;9
518085;508063;2;1
509132;509221;1;3
518085;529371;1;1
509132;508063;1;2
517461;500011;1;2
517461;529311;2;4
509248;508497;2;1
509299;999999;1;100
509221;999999;1;4
509213;599841;1;1
509299;509132;2;12
509311;000000;2;63
509230;509299;2;3
509248;506745;2;3
509159;529320;1;2
509230;000000;1;4
509221;529371;2;3
509221;509531;1;6
509230;529460;2;1
509213;517593;2;2
509213;517593;1;1
509299;507440;1;1
509299;517461;2;2
509213;509973;2;1
509132;506010;1;1
509221;510904;2;1
509477;509345;1;15
509396;509396;2;2
509400;509523;1;15
509345;528595;2;14
509345;509256;2;4
509337;518808;2;1
509345;543063;2;1
509400;529338;1;1
509345;517593;2;1
509361;517712;1;1
509345;509213;2;1
509477;509132;2;30
509507;509493;1;6
509523;517402;1;21
509507;509248;2;1
509515;999999;1;213
509515;509515;1;287
509493;509523;1;1
509540;510807;2;1
509515;501573;2;1
509485;509451;1;3
509701;509701;1;212
509540;509809;2;1
509540;507440;1;3
510254;510254;2;2
510181;510998;1;5
510254;509744;2;6
509957;509701;2;2
509957;510114;1;7
509990;510017;1;9
510211;510165;1;9
510254;509787;1;1
509973;557358;1;1
510165;509540;2;6
509833;529346;1;1
509922;509973;1;5
510165;580813;2;1
510181;000000;2;4
510041;509744;2;1
510165;517402;2;1
509833;508438;2;1
509973;529371;2;1
510211;510611;1;1
509256;517593;1;4
509205;517402;2;16
509256;517593;2;1
509256;504009;1;1
509256;502031;2;1
509256;529397;2;2
509256;510998;1;3
509761;529419;2;1
509825;517933;2;1
509825;509825;2;9
509698;509698;2;8
509761;510106;1;20
509787;529346;1;1
509639;000000;2;2
509671;580813;1;2
580813;509701;1;2
509698;000000;2;7
509698;510238;1;1
509825;510815;1;2
580813;529401;2;1
509787;509957;1;1
509787;000000;1;1
509175;999999;1;3
509272;509248;1;4
509272;509001;1;1
509256;517470;1;1
509302;509159;1;1
509256;509345;2;2
509264;529443;2;1
509264;509248;2;1
510262;501433;1;2
510262;510874;1;1
510262;514268;2;1
510262;515612;2;1
510262;529338;2;1
509329;509329;1;89
509302;509485;1;1
510581;510262;1;98
510271;511196;2;1
510386;000000;1;8
510327;511072;1;2
510262;501395;1;1
510726;509540;1;2
510734;510734;2;14
510831;000000;2;1
510726;560103;1;1
510734;510271;1;1
510751;510734;1;1
510777;510700;1;3
510947;510947;1;23
510963;510998;2;1
511099;000000;1;10
511111;510262;2;2
511129;560103;1;13
512036;512681;1;94
512036;512729;1;212
510963;529427;1;1
511048;510262;2;7
510921;510726;1;1
510921;000000;2;1
511099;510564;1;1
511111;523381;1;1
511099;999999;2;2
510874;503584;1;1
510947;511013;2;1
510947;510998;1;1
511072;999999;2;1
511170;504025;2;1
510467;510858;1;11
510467;529460;1;2
510653;523381;1;1
510696;510696;1;11
510602;510386;1;2
510602;000000;1;1
510467;510611;1;1
510564;523933;1;4
510459;510572;1;4
510700;529346;1;1
510726;510301;2;1
510611;512851;2;1
511196;510726;1;25
512036;512702;1;24
511196;508225;1;1
512036;513610;2;3
512036;512711;2;1
512036;517917;1;2
512036;509540;1;9
512036;513881;2;3
512036;510734;1;1
512036;507032;1;1
512036;519006;1;1
512737;512036;1;14
512524;512061;1;5
512583;512371;2;1
512702;512036;1;124
512354;512460;1;3
512389;517402;1;9
512648;512389;1;5
512371;512648;1;4
512567;512681;1;15
512630;512397;1;2
512524;512273;1;1
512478;512648;1;1
557358;528595;2;7
512672;999999;1;1
512711;512435;1;2
512711;517402;2;4
512761;529354;2;2
512656;512371;1;2
512702;512729;1;1
512648;529401;1;1
512664;512036;2;3
512681;598186;1;1
557358;509302;2;1
512711;512681;2;1
512150;512478;1;1
512346;517402;1;1
512052;512583;1;1
509591;999999;2;77
509868;529460;1;8
509591;505854;2;1
557358;517984;1;3
557358;512346;1;1
557358;512702;1;2
557358;512761;2;1
509868;509809;2;1
509914;508217;2;1
509884;509809;1;17
509809;509809;1;211
509809;999999;2;52
509850;517402;1;6
509728;509582;1;8
509914;543292;2;1
509850;508438;2;12
509680;510238;2;1
509809;510025;1;1
509809;518158;1;1
509817;543616;1;1
509914;510106;1;4
509892;509868;1;190
509892;510114;1;8
509906;509809;1;14
509884;509914;1;1
509906;500011;2;1
509906;528595;2;3
509931;510025;2;1
509906;509779;1;1
509591;529346;2;1
509566;529320;2;1
510203;509906;1;87
510203;517402;2;11
510025;529371;2;2
510025;510998;1;3
510025;529346;1;4
510149;529320;2;1
510033;510998;1;3
510025;516643;1;1
510050;509931;2;1
510050;000000;1;2
510998;524140;1;3
510998;509671;2;2
510998;525260;2;1
510629;508560;1;22
510203;529389;2;3
510203;504262;2;2
510203;529389;1;1
510203;521663;2;3
510815;510998;1;184
510815;529401;1;1
510441;999999;2;9
510548;517402;1;2
510441;000000;1;4
510629;509019;1;2
510599;523585;1;1
512273;512729;2;16
511064;509540;1;2
511005;000000;2;3
511005;529443;2;2
511005;519006;2;5
512729;529354;2;2
512729;509451;1;1
511030;508438;1;2
512729;599891;1;1
511005;518158;2;1
512729;507008;1;1
512729;508217;2;1
512621;512371;1;14
512222;000000;1;6
512222;512222;2;5
512605;999999;1;3
512117;512729;1;7
512265;512541;1;2
510114;510084;1;7
512451;512621;1;2
512044;512044;2;1
512699;516988;1;7
512338;512222;1;1
512125;000000;2;1
512087;512087;2;2
512273;516643;1;1
512621;508497;1;1
512621;512460;1;1
512141;512729;1;15
512141;518158;2;1
512311;000000;2;1
512320;512109;1;1
510637;543292;2;1
510823;510823;2;9
510742;999999;1;4
510866;000000;1;3
510815;511013;2;1
510955;518808;2;1
510718;529320;2;1
510114;508381;1;1
518719;510106;1;36
512788;512605;1;1
509604;523585;2;1
518719;510106;2;4
510106;510114;1;197
510106;517402;1;8
510106;509663;1;5
510106;529320;2;4
510190;507440;2;2
510106;598186;1;1
510106;557358;1;1
510106;509981;2;1
517402;581984;1;1
517402;510572;1;2
517402;518085;2;1
517402;517691;1;5
509876;509906;2;1
509655;517402;2;1
509981;509868;1;2
509981;528595;2;1
509795;509850;2;1
509981;560103;1;1
509981;557358;1;1
509876;505820;2;1
510076;500011;1;1
517402;516643;1;1
517402;506583;2;1
517402;543942;1;1
517402;512851;1;3
517402;510262;2;6
517402;581640;2;2
517402;514314;1;1
517402;503011;1;1
517402;512931;2;1
517429;518689;2;1
517429;518051;1;1
517542;517917;1;65
547522;517577;1;2
517488;529460;2;1
547590;547620;1;1
517496;517402;1;181
517526;547620;1;3
517712;517712;1;120
517577;512842;1;3
517640;000000;1;23
517577;517402;2;5
517640;518034;1;1
517542;512842;1;1
517542;529460;1;1
517488;505820;1;1
547590;999999;2;1
517500;557447;1;1
517402;526592;1;1
517739;517798;1;1
517712;518042;1;5
517917;517933;1;64
517739;517917;1;2
517658;509256;2;1
517739;518093;2;2
517682;512842;1;1
517704;529311;1;1
518051;518051;1;88
517984;517402;2;73
517984;528595;1;3
517925;517917;1;132
518042;529354;1;1
517984;512036;2;1
517941;529419;1;1
517941;509221;1;1
517950;529362;1;1
517941;514462;1;1
517950;504009;1;1
508438;557293;1;331
518042;503011;2;1
518042;513016;2;1
518051;529371;1;2
581712;512842;1;2
547611;547611;1;8
517771;517712;1;3
517917;518077;1;4
558168;516589;2;1
508438;509132;2;1
508438;508454;1;79
518069;508438;1;1
518093;506231;1;1
508438;500968;1;1
508438;523585;2;1
508438;513610;2;1
508438;500232;1;1
508454;509001;1;7
508675;508756;1;1
508659;508438;1;273
508454;512036;1;1
508594;508438;1;51
508675;508853;2;2
508926;509027;1;4
508942;518158;1;2
508977;508438;2;9
508551;508551;1;6
508985;557293;1;4
508519;000000;1;6
508594;509019;2;1
557277;557277;1;8
580236;518506;1;1
509060;517402;1;1
557293;518158;1;17
516643;999999;2;13
557293;580236;1;6
516953;517313;1;2
517178;529427;1;1
516643;502863;1;1
516643;518506;1;1
557293;509086;1;1
516953;516627;1;7
517283;508926;1;1
516627;517160;1;4
516627;516821;1;3
516597;517143;1;1
508497;508624;2;13
508497;509124;1;7
516716;516716;1;22
517178;000000;1;15
508497;515680;1;7
516627;516627;2;2
508985;518158;1;6
508977;518808;1;2
508781;508438;1;78
508977;508659;2;1
509019;508497;1;1
557285;508497;1;2
508462;508853;1;28
508527;508667;1;21
508853;508853;1;903
508608;509051;1;1
508772;508497;2;11
508667;509124;1;1
508845;509086;1;9
508888;000000;1;16
509043;509051;1;18
508853;508845;1;3
508870;509035;2;1
508870;517402;2;1
508811;508497;2;2
508845;510467;1;1
508489;508462;2;3
508446;508870;1;3
508446;510726;2;1
509086;508829;2;1
508934;508438;2;3
508900;000000;2;15
518263;518972;1;38
508900;999999;1;14
509051;526983;1;3
509051;508748;1;1
509086;508667;2;3
508900;514110;1;1
509086;505820;1;2
508900;582051;2;1
508900;508110;1;1
518263;509001;1;2
518468;528595;1;6
518549;518662;1;3
511510;000000;1;12
518263;518824;2;8
518468;529320;2;1
518271;518263;2;1
518263;511561;1;1
518271;511510;2;1
518549;518468;2;4
518816;518921;1;3
511731;999999;2;1
518549;518263;2;8
518549;000000;2;17
518263;516732;2;1
518263;518557;2;1
518735;518158;1;20
518557;518166;1;1
518921;518549;1;11
518417;518573;1;8
518557;506745;1;1
518611;518611;1;87
518824;518808;1;1
518239;515906;1;4
518212;518247;1;1
518921;999999;2;1
511218;511927;1;9
518905;518905;1;16
511218;598186;1;3
518905;518212;2;1
511218;557340;1;3
511218;518808;2;3
518735;518387;2;5
518344;518158;1;2
518387;502782;2;5
518409;514462;1;1
518301;518808;1;1
518573;502031;1;2
518255;518255;2;1
518417;518212;1;2
518751;518212;1;2
518735;518336;1;1
518417;507440;2;1
518514;000000;1;1
518514;518158;2;1
518603;518158;1;2
518310;508560;2;1
518336;529389;1;1
518417;529401;1;2
518531;000000;1;1
518336;518425;2;1
518565;518565;1;1
518611;518727;1;2
511391;515001;2;5
511293;511293;2;5
557315;511781;2;1
557315;557315;2;1
511391;508829;2;1
511421;511421;2;12
511374;511366;1;3
511421;529443;2;1
511552;511901;1;1
511552;518549;1;2
511391;511765;1;3
511846;557307;2;1
511803;515850;1;1
511862;000000;1;4
511871;514624;2;1
511692;526142;2;1
511862;557307;1;1
511358;511552;1;136
511366;511552;1;57
511552;511561;1;1
511391;511331;1;9
511391;515230;1;1
511366;000000;2;2
511391;515612;1;1
511994;518549;1;1
557307;514462;1;2
512010;509001;1;1
511714;511552;1;1
515591;511765;1;4
512001;511218;1;68
511684;511501;1;1
525987;525928;1;22
525766;515612;2;1
526142;518921;1;2
525791;999999;1;9
514756;542652;2;1
525685;525901;1;1
511315;528595;1;4
511498;511765;2;8
511315;529320;1;1
511471;517241;1;1
511315;518808;1;1
526029;525928;1;7
515612;514462;1;49
526100;525791;1;15
525928;526258;1;1
525928;525774;2;1
580384;526002;1;1
526002;526002;1;26
580384;515680;1;1
514462;514829;2;3
514462;999999;1;37
514462;502031;1;2
514543;515001;2;3
514781;515663;1;2
514462;515710;1;1
514462;511421;2;1
515612;517402;1;1
526258;526321;1;1
515612;529354;1;3
526151;599824;1;1
526151;543292;1;1
515612;515205;2;1
515612;525766;1;2
557757;514624;1;13
514543;506991;1;1
514811;514811;2;3
514811;514543;1;1
514624;525626;2;1
514799;514543;1;2
514691;599018;2;2
557757;529397;2;1
514519;509001;1;1
514551;515612;1;1
514659;504262;1;1
514608;508438;1;1
515426;508438;1;2
515078;514462;2;5
514951;514624;2;1
515078;557757;1;1
515124;514888;1;2
515001;518158;2;1
515132;515442;2;1
515043;525987;1;1
515426;999999;2;1
557854;514462;1;16
515680;515680;1;1099
515680;000000;1;29
515469;515001;1;8
515469;515469;2;4
557854;515612;1;3
557811;511765;1;1
515451;514888;2;1
515426;512036;2;1
557811;529354;2;1
515493;514713;2;1
557811;999999;2;1
515451;518158;1;2
557790;514829;1;6
557790;999999;1;1
514829;529338;1;2
514829;508438;2;7
515744;514462;2;4
515850;529371;2;3
515680;529320;1;3
515850;529460;1;10
515680;558133;2;2
515736;515680;1;1
515736;511765;1;1
515965;516295;1;4
516279;515850;1;31
515949;518557;1;1
516031;516031;2;1
516210;515906;1;1
516244;516244;1;14
515868;515868;2;2
515949;529419;2;2
516244;516210;2;4
515892;518557;1;1
515981;999999;2;1
515876;515876;2;3
516040;516040;2;11
515850;516546;1;1
515850;557293;1;1
515876;516121;1;2
516007;516007;1;2
516163;518158;1;1
516139;516520;1;14
558192;516376;1;3
516244;516384;1;1
516261;516538;2;1
516058;515876;1;1
516457;515850;1;5
516538;515892;1;3
516082;511218;1;1
516104;516384;1;1
516171;516571;1;1
558192;508179;1;1
516279;502782;2;1
516155;518158;2;2
516236;511218;2;1
515841;557919;1;3
515884;515965;1;1
515850;507156;2;1
516562;515914;1;4
516562;999999;2;1
516384;515850;1;29
516392;515850;1;6
516503;518158;1;1
518158;518808;1;339
516465;515868;1;4
516554;511421;1;2
516406;515850;1;58
516406;515973;1;30
516414;518158;2;1
516414;518557;1;1
516465;501433;2;1
516473;999999;2;1
516384;516384;2;3
516520;516082;1;1
516546;529346;1;1
516490;529371;2;1
516538;510386;2;1
516431;508438;1;2
516431;516082;1;2
516406;516023;1;2
518158;528595;2;17
518158;511552;1;2
518158;529346;2;12
518158;501433;1;2
518158;508942;1;1
518158;504203;1;2
518158;505820;2;4
518158;599824;2;1
518158;511731;2;1
518158;502987;1;2
518158;511218;2;2
518158;508888;1;2
518204;518671;1;1
518191;518298;1;3
518808;518506;1;31
518981;500011;1;1
516830;516589;2;1
516830;502031;1;17
518808;509001;1;3
581607;581607;1;27
518808;518727;1;1
518972;528595;1;4
581585;518158;2;2
518981;544051;2;1
517381;506745;2;1
517097;529320;2;3
517381;509248;2;1
516805;511218;2;1
518697;508438;2;1
518298;518204;1;4
518361;518158;2;4
518361;529435;1;1
518361;503665;1;1
558133;000000;2;2
518662;509001;1;1
518662;510262;2;1
558087;518158;2;3
558133;518468;1;1
580546;528595;2;1
516589;529320;2;2
516589;516988;1;5
516589;529401;2;2
516589;598186;1;1
599336;518158;1;3
516708;517097;1;2
517038;517038;1;93
517089;516970;1;70
516961;508438;1;1
516937;516881;1;1
516848;508438;1;1
516741;518158;1;1
517356;517097;1;13
516589;516660;1;2
517348;000000;2;3
517330;529494;2;1
516589;529354;2;1
517330;529320;1;1
517038;517241;1;2
517135;518476;1;1
599336;517330;1;1
517216;517241;1;18
517216;516589;2;4
517046;581747;1;1
517020;528595;1;1
516996;529346;2;1
517089;529435;2;1
516970;517402;1;1
517038;513997;1;1
516996;542652;1;1
519006;524140;2;46
519006;519162;1;2
519006;519421;2;7
519006;525456;1;1
519006;519308;2;4
519065;528595;2;4
519006;519243;2;1
517259;516589;1;76
517364;516767;1;26
517259;599328;1;1
517267;508438;1;2
517241;517241;1;61
517364;516759;1;1
517364;517402;2;1
519006;508063;2;1
519065;529460;1;1
519367;000000;2;4
519022;528595;2;2
519189;524140;1;5
519014;519821;1;2
519081;519588;2;1
519014;598186;1;1
519081;523381;2;1
519090;529371;2;2
519189;599786;2;1
519138;000000;2;5
519201;544051;2;1
519766;519006;1;128
519553;529389;2;1
519707;519006;2;8
518964;519341;1;1
519588;519456;1;7
519618;527106;1;1
519553;599841;2;1
519553;000000;1;3
519707;518590;2;1
519529;525430;2;1
519936;519375;2;1
519715;519171;1;4
519588;519227;1;1
519588;529371;1;2
519634;527106;2;1
519677;599841;1;2
519782;519006;1;76
519812;519812;2;1
519812;519961;1;11
519847;501026;2;1
519961;525405;1;3
519791;519006;2;4
519979;529346;1;1
519766;519049;1;1
519791;598151;1;1
519821;519103;1;1
519791;522988;2;1
519944;519944;1;1
519812;522279;1;1
519952;524140;2;1
519961;519936;1;1
520004;520926;1;50
519928;518590;1;1
519481;518808;2;1
519235;519235;1;104
519243;519138;1;1
519260;599841;1;1
519260;519421;1;4
519375;519006;2;6
519421;529460;2;2
519979;519618;1;1
519499;519693;1;4
519294;599018;1;1
519324;503584;1;1
519481;519421;1;10
519251;598194;2;1
519413;519413;1;5
519421;519413;1;1
519367;519618;1;1
520004;520501;1;8
520004;598224;2;2
520004;501905;2;1
520004;520063;1;7
520373;520004;2;9
520349;520802;2;1
520004;528854;2;1
520004;520268;2;1
559547;559547;1;37
520357;580384;2;1
520195;523101;1;2
520624;524140;1;2
520250;520004;1;13
520497;520497;1;27
520331;520926;2;1
529087;528803;1;1
528803;999999;2;15
520063;520233;1;1
520110;999999;2;1
559547;520926;1;1
528803;519006;2;1
520055;529346;1;1
528803;527106;1;1
528803;598186;1;1
520063;521019;2;1
520268;999999;2;1
520004;508497;1;1
523585;000000;1;369
520403;520691;1;6
520462;520004;1;83
520403;520977;1;3
520560;522279;2;1
528951;520471;1;1
528951;599824;2;1
582140;520403;1;2
520403;520471;1;6
520721;529346;1;1
520721;528803;1;2
520781;520802;1;1
523399;523399;1;4
523585;517402;1;5
523623;526355;1;7
523411;523828;1;20
523585;526665;2;3
523585;508217;1;2
523399;523984;1;1
523526;523526;1;114
523623;523585;2;18
523623;526665;2;2
523623;526541;1;1
523526;999999;2;2
523623;999999;1;4
523623;529435;2;2
523623;529346;2;1
523534;526665;1;3
523607;529397;2;1
523615;528595;1;1
523526;517402;1;1
520926;520926;1;108
520977;520926;1;4
523585;506745;2;1
521116;529354;1;1
520926;000000;1;5
529273;529249;1;1
523585;504203;1;1
521043;582140;1;1
521027;520373;1;1
520926;520691;1;1
521035;000000;2;1
523801;543519;2;1
523682;523925;1;12
523828;526665;2;4
543292;510386;1;2
523887;523887;1;43
523739;523828;1;6
523682;521698;1;1
523674;523836;2;1
523674;598186;2;1
523712;523828;1;4
523682;520004;1;1
523984;999999;1;4
524051;523682;1;5
524085;523381;1;10
523976;523836;1;1
524042;523984;1;6
543292;543357;1;1
524051;523585;2;7
524069;512036;2;1
524000;529354;2;1
524123;523411;1;2
524069;999999;2;2
526487;543292;2;4
543292;525383;1;1
543292;526908;1;3
523828;529371;2;2
523909;524000;1;2
523828;517097;1;1
523887;524000;2;1
523861;560103;2;3
523861;523828;1;4
523828;543349;1;5
523828;524085;1;1
523828;523411;1;2
543225;529320;1;1
543179;598186;2;1
526401;543179;1;3
526495;510734;2;2
543462;598224;1;1
526371;523381;2;1
526461;543381;1;1
526495;543292;1;3
526371;526401;1;1
526428;526355;2;1
543471;000000;2;2
526428;543225;1;1
543225;598186;2;1
526380;581640;1;1
526517;543268;2;3
543381;000000;1;2
526487;508209;2;1
526452;598186;1;1
543381;599841;1;1
543381;543225;2;1
520098;520004;1;3
520853;520471;1;12
520853;520004;1;4
520853;520853;1;11
523381;524140;1;20
520616;520616;1;18
520705;520471;1;2
520411;524140;1;4
520578;527432;1;1
520713;520471;2;4
520853;999999;1;1
523381;526860;1;1
523381;524093;1;14
523381;513296;2;1
523381;543624;1;3
543641;999999;2;2
543624;560103;2;1
543624;598186;2;2
543578;519006;1;1
543641;543641;2;1
526606;599824;2;1
543624;528595;1;1
523381;508594;2;2
523381;503584;1;1
523381;523551;1;1
523381;543322;2;1
523381;524409;2;1
523381;524000;2;2
523402;560103;2;6
523437;523402;1;2
523496;526665;1;1
523496;523445;1;1
523437;599824;2;1
523445;524107;1;2
523381;543331;1;1
524034;523381;1;194
523721;559890;1;3
523518;526355;1;1
523542;523950;1;4
523721;508179;1;1
523844;511129;2;1
523593;525529;1;1
523631;524107;2;1
523658;524018;1;1
523518;523593;1;1
523844;523925;2;4
523518;529460;1;1
523518;524000;1;1
559890;559890;1;25
524018;529419;2;1
524018;523925;1;4
523933;000000;2;26
523950;523381;2;7
524026;528595;1;2
524018;523844;1;2
