obecA;obecB;Periodicita dochadzky;POCET
516741;529320;1;3
516589;508560;2;3
517038;518573;1;1
516708;516741;1;1
517011;999999;1;3
516970;504009;1;1
517038;517020;1;2
516945;528595;1;1
516970;507741;1;1
516988;508438;1;1
516589;516961;2;1
516881;516732;1;1
517038;517267;1;2
517194;506745;1;1
516872;529311;1;1
516961;507440;1;1
517364;529354;2;1
516660;999999;2;1
516791;517194;2;1
515264;518158;1;1
508497;508527;1;75
514357;513997;1;108
514659;515051;1;2
509124;999999;1;40
514322;513881;1;162
513962;513920;1;5
509051;508438;1;10
513997;505820;1;10
514462;999999;2;181
529354;999999;1;152
508527;999999;1;83
514225;529320;1;2
515442;515442;1;75
529346;000000;2;718
514357;000000;1;53
529354;529371;1;65
515680;506745;1;2
529354;503665;1;3
529354;529427;1;11
508608;516589;2;3
514551;508438;1;1
514373;513881;1;199
529354;508101;1;8
514110;514209;1;1
515001;507741;1;1
513997;514268;1;56
514110;513881;1;100
508829;508811;1;1
513881;528595;2;19
508446;506745;1;2
515671;000000;2;4
513881;508217;1;5
508829;509001;2;9
508853;999999;1;52
513997;514225;1;6
513881;508438;2;14
515728;515663;1;4
514888;511218;1;3
514462;516210;1;1
514535;999999;1;3
508497;503665;1;5
514535;515469;1;1
514306;514136;1;10
509124;509124;2;12
515663;000000;1;31
513920;000000;1;69
514136;000000;1;214
514853;514853;1;4
513881;513911;1;4
515680;528595;1;10
515744;515671;1;4
513920;000000;2;13
514489;514462;1;8
514462;508179;2;1
514462;514519;2;3
514624;514462;1;9
514233;528595;1;6
514331;000000;2;12
514179;513997;1;17
508497;508217;1;2
509086;528595;2;2
513881;505315;1;39
557811;514829;2;2
515671;515671;1;33
508497;506745;2;5
515001;511391;1;3
508888;514829;1;6
508870;508853;1;10
529346;529389;2;19
529354;509868;1;1
515493;515612;1;11
514144;513989;1;35
508900;514829;1;1
508497;508888;1;14
508497;508870;2;2
514292;514454;2;8
514888;514888;2;4
513881;514373;2;16
514098;513016;1;1
508497;508624;1;19
557765;515078;1;3
514292;513903;1;3
514349;514268;1;23
508608;508497;1;95
508489;508462;1;30
514063;508438;2;1
514080;529320;1;2
514462;500011;2;7
509086;508667;1;51
514462;514888;1;9
529354;529443;1;3
513881;513997;2;23
513997;514021;1;17
514233;542652;1;19
513903;598151;1;1
514349;514004;1;18
515841;525529;1;1
513881;529362;1;5
514098;000000;1;28
513881;505315;2;4
514268;514233;1;9
514462;511765;1;6
514454;529346;2;1
515001;514462;2;9
513881;504203;2;4
514454;504998;1;4
557901;508438;1;1
513997;500011;1;11
508489;500011;1;2
508527;598186;1;1
513881;514021;1;14
513938;513938;2;8
514934;000000;1;8
515078;514624;1;20
515426;515680;1;4
515078;999999;1;10
515001;529320;1;2
514411;513881;2;11
515540;515230;1;5
515680;508438;2;4
515680;518468;1;4
515001;514519;1;2
515078;514624;2;2
515485;509507;2;3
515680;529460;1;13
515060;511404;1;1
515655;526096;1;1
515736;514829;1;4
514951;515493;1;2
515493;511391;2;1
515426;515680;2;2
515019;515299;1;1
515388;529460;1;1
515132;514951;1;2
515086;514462;1;11
515671;528595;1;1
515701;999999;2;1
515680;529389;1;1
515671;514586;1;2
515540;511218;2;1
557765;000000;2;4
515671;515701;1;1
515493;515612;2;2
557854;514462;2;1
515388;514829;2;1
515248;514462;1;5
515001;525529;1;1
515469;514551;1;1
515566;529371;1;1
515264;529460;1;2
515141;000000;2;2
515272;515094;1;2
515485;508497;1;1
514462;509124;1;2
515230;999999;2;9
515001;526096;2;1
515744;598224;2;1
514934;514934;1;3
515116;999999;1;2
515809;515809;1;4
515248;512010;1;1
515205;999999;1;1
515124;511498;1;3
515752;514462;1;3
515078;529371;1;3
515388;508438;2;1
515078;599816;1;1
515264;514632;1;1
515078;515001;2;1
515086;999999;1;1
515043;526142;1;1
515264;528595;1;1
515264;500011;1;1
515124;518158;2;1
515841;000000;1;7
515396;503665;1;1
515744;500011;1;2
515442;514691;1;1
515680;501905;1;1
515752;515752;2;1
515248;514624;1;1
515264;511391;2;1
515469;511218;2;1
557927;515736;1;1
515299;999999;1;1
529346;516767;1;1
529346;504009;2;2
513997;512371;2;2
513997;517470;2;2
513938;000000;2;11
514012;513881;1;8
514021;529460;2;4
514012;000000;1;29
514021;506745;2;1
514012;514250;1;3
513997;513911;1;2
514187;000000;1;32
557706;512371;1;1
514021;514110;1;1
514420;513156;2;7
514144;514268;2;8
514179;999999;2;12
514012;513989;2;4
514284;529460;2;6
514209;514209;2;6
513997;502031;2;2
513997;504581;1;1
514012;505315;1;9
514233;529460;1;11
514349;514233;1;1
514268;505315;1;5
514209;529460;1;7
514136;502413;1;1
514268;556416;1;2
513997;529427;2;1
513997;506338;1;2
513903;501433;1;1
514136;529460;1;9
514454;500011;1;1
557706;514438;1;2
514420;508217;2;1
514233;510998;2;1
514233;514365;1;1
514331;504998;1;1
514021;506583;2;1
514225;500011;2;3
514187;513989;1;1
513997;514080;1;1
557706;529338;1;1
514268;502413;2;1
513997;507989;1;1
513997;507253;2;1
514357;000000;2;11
514217;506079;1;1
514284;528595;2;3
514420;500011;1;3
508527;518808;1;1
508811;557251;1;4
508624;557251;1;3
508497;523585;1;3
508497;511218;2;2
514144;513997;1;1
557706;542652;1;1
513903;510998;2;2
514209;514411;1;1
508489;529371;1;1
508497;509540;2;1
508527;508748;2;1
508811;518263;1;2
508489;999999;2;2
508497;520004;2;1
508497;500968;2;2
508462;529460;1;7
508527;508811;1;3
508527;528595;2;1
508497;523381;2;1
509051;518158;2;1
509051;525928;1;1
508446;517402;1;3
508497;505315;1;1
508527;508993;2;2
508497;506338;1;3
508497;517551;1;1
509051;508462;1;1
508497;509507;1;1
508829;508675;2;3
508527;517356;2;1
508446;518808;2;1
508462;508829;1;1
557251;508853;2;2
508497;508705;1;1
509051;599841;2;1
529362;508063;1;3
529354;507814;1;5
529362;560103;1;1
529346;507288;1;2
508497;514462;1;1
509051;526002;2;1
509124;525146;1;1
508829;529371;1;1
529354;507814;2;1
513881;516597;1;1
508446;508560;2;1
513881;513989;2;5
508497;517071;2;1
508497;525529;1;1
513881;513920;2;44
514225;513920;2;1
529354;507997;1;1
513954;000000;2;15
513920;514241;1;4
529346;508811;2;1
514365;514454;1;5
514365;513881;2;6
514101;513903;1;16
513881;514187;1;8
557714;513881;2;7
514128;529460;1;6
514381;514101;1;2
514292;505315;2;8
514411;514268;1;10
514098;514071;1;1
514225;529346;1;3
513903;506745;2;2
514004;580953;1;2
514080;506338;2;1
514101;514454;1;9
513903;514357;2;1
514357;557714;1;7
514098;514331;1;1
514365;513946;1;1
513946;505803;1;1
514420;508021;1;2
513989;508055;1;1
513989;507032;1;2
513881;514021;2;1
513989;503045;1;1
513903;514411;1;1
508535;529460;2;1
508705;509086;2;2
509094;509094;1;8
508951;508853;1;14
508993;508527;1;2
514110;514373;2;1
514781;511218;1;5
513911;542962;1;1
513881;500828;1;1
514241;513989;2;2
508888;529460;1;1
514454;513989;2;2
513881;516970;2;1
514942;511218;1;7
513989;505722;1;2
514187;512036;1;1
557714;999999;2;8
514691;500011;2;1
508993;000000;1;10
514128;512036;2;2
508870;508829;1;2
514811;515001;1;3
513989;529494;1;1
514292;506532;1;1
514403;514420;1;2
513962;529354;1;1
514365;508438;1;2
514292;505901;2;1
514454;517402;2;1
557714;513946;1;1
514357;517402;1;3
514012;529371;1;1
514144;580899;1;1
508888;510386;2;1
514411;523585;1;1
514829;515043;2;8
514365;529460;2;1
514128;513946;1;1
514071;556564;1;1
513946;580953;1;1
514292;513962;1;2
514071;529320;1;2
514136;507814;1;1
513881;507750;1;1
513903;508055;2;1
514691;000000;2;6
514331;513903;2;1
514438;999999;2;2
513903;518808;1;1
514225;513989;1;1
513954;514063;1;2
514080;512371;1;1
514811;999999;1;13
514144;512036;2;1
508772;517402;2;1
513903;529354;1;2
508900;518158;2;2
508888;515043;1;2
508853;557251;1;7
508853;508764;1;1
514144;513156;1;1
508888;508527;1;1
508691;508497;1;3
509094;509043;1;3
514292;508110;2;1
514811;515060;1;1
514462;529362;2;1
514829;504009;1;1
515744;511218;2;1
513971;513997;1;1
508535;508624;1;1
514462;514853;1;2
508829;516589;2;1
514071;529338;1;1
509043;544051;2;1
508772;503983;1;1
514608;557293;1;1
508888;500011;1;1
509086;515086;2;1
508705;508675;2;2
508934;509086;2;1
514781;506745;1;1
508888;514462;1;2
508730;518263;2;1
514616;525529;1;2
515469;515353;1;1
514462;529494;1;1
514462;511676;1;4
514519;999999;1;4
514861;529320;1;1
514462;557854;1;1
514829;525529;1;5
514951;515710;1;1
514764;999999;2;1
514519;515353;1;2
509043;529460;1;2
514829;511218;2;1
508608;500011;1;2
514683;511218;1;1
508853;518689;1;1
514837;515639;1;1
508608;513610;2;1
514632;999999;1;1
508951;509086;1;1
515027;525529;1;1
514462;512010;2;2
508993;000000;2;3
514781;515663;2;1
508772;508527;2;2
514462;557811;2;1
514616;529460;2;1
509086;501310;1;1
514811;529320;1;1
509043;525987;1;1
509086;508233;1;1
514519;529320;2;1
514462;515680;2;1
508624;529460;2;1
515621;999999;2;3
504203;504335;1;338
520802;520802;2;274
520039;520802;1;345
518557;508438;1;47
556122;000000;1;54
518310;999999;2;4
520322;520004;1;6
518387;518158;1;8
520039;504009;1;2
504335;500267;1;5
518531;518158;1;1
504891;504891;2;43
520802;523089;1;7
518751;518557;1;34
504904;504416;1;1
521108;508179;1;1
504203;529354;1;5
520161;526266;2;1
518387;518557;1;17
518905;518905;2;1
504203;500011;2;4
504238;529371;1;44
521108;520802;2;12
518484;518484;1;9
518417;518425;1;12
521108;523101;1;2
518484;528595;2;2
518484;518484;2;1
518557;528595;2;18
504513;529460;2;2
518531;518557;1;5
518905;518468;1;2
504319;999999;1;19
520802;529354;1;7
520322;543284;1;1
504513;504513;2;62
520322;520802;2;4
520802;529419;1;2
504335;504530;1;3
504700;504700;1;54
520489;999999;1;4
518867;518425;1;8
518417;529311;1;2
518883;518212;1;1
504327;504327;2;6
504203;529397;1;2
504726;529371;1;17
504327;000000;2;7
556114;528595;2;16
504297;504769;1;10
504491;508055;1;20
504882;504815;2;1
504475;999999;1;16
520039;528595;1;22
518751;518557;2;2
518557;515850;1;2
504904;504882;1;2
504203;504645;2;6
504203;506818;1;2
504645;504203;2;2
504521;504521;1;41
504475;504831;1;7
504513;504572;1;5
504327;504742;1;2
504386;508063;1;2
504521;528595;2;13
504297;504416;2;2
504297;504645;1;4
504572;529311;1;3
504319;529443;2;1
504386;504581;2;1
504416;504815;2;3
504823;508063;1;11
504831;523925;1;1
504831;513881;1;1
504335;504891;1;2
504203;506524;1;5
504220;529346;1;5
504726;500267;2;1
504645;504726;1;6
504904;529362;1;1
504823;504327;2;1
504238;504360;1;2
504238;508179;2;2
504360;502031;1;1
504238;504351;2;1
504891;504998;1;1
556114;504572;2;8
504360;528595;2;4
556114;504319;1;2
504891;504947;2;1
504572;529389;2;1
504653;999999;2;2
504335;504815;2;2
504572;504769;2;2
504891;529494;2;1
504700;529494;2;1
504416;504645;1;1
556114;504271;2;1
504203;506141;1;1
504220;529354;1;2
504882;504416;1;2
504220;511218;1;1
504220;504319;1;2
504491;529371;1;2
504645;506842;1;1
504386;504416;1;4
504521;504858;1;1
504904;512036;2;1
504360;529460;1;1
504203;518867;2;1
504823;529346;2;2
504891;504335;2;3
504726;504211;1;1
504238;506338;2;1
504904;504416;2;1
504238;504998;1;1
504904;529320;2;1
504475;506745;2;1
556114;508055;2;2
504572;556114;2;1
504602;507440;2;1
504513;529494;2;1
556131;508063;1;1
504360;506125;1;1
504220;508195;1;1
504238;500267;1;1
504831;506893;1;1
504238;504581;1;1
504319;507890;1;1
504327;529371;1;1
556114;508217;1;1
504238;508179;1;1
504823;506877;1;1
504203;512842;1;1
518409;000000;2;10
518336;518867;1;1
518336;518557;2;4
518425;000000;2;4
504335;508063;2;1
504831;504416;1;1
504645;529460;1;1
520039;522279;1;22
518611;518972;1;1
520659;520659;1;15
521108;599816;1;1
520594;520594;1;10
518565;000000;2;2
518701;502782;1;5
521108;528595;1;8
520161;520802;2;13
520039;524140;1;8
520934;520934;2;12
520322;000000;1;30
520209;599841;2;1
520136;599816;2;1
520748;000000;1;9
520802;503665;2;3
520829;520918;2;5
520641;999999;2;10
518735;506745;1;1
520802;599794;1;1
520802;520322;1;3
518751;517402;1;1
518336;518387;1;2
518425;999999;2;11
518867;508438;2;1
518603;516643;2;1
518387;502243;1;1
518956;508454;1;1
518387;507296;2;1
518603;000000;1;4
518239;515922;1;1
518344;518158;2;2
520934;520829;1;4
518417;508349;2;1
518557;515922;1;1
518301;518255;1;1
518557;518972;1;1
520934;520918;1;3
520659;528595;1;3
520802;508217;1;2
520390;520179;1;2
520594;520802;1;7
520039;528595;2;8
520136;000000;1;7
520390;522279;1;2
520918;528099;1;1
520888;000000;1;12
520381;507741;1;1
520888;520934;2;3
520039;543853;2;1
520039;520641;1;1
520659;506745;1;1
518409;516643;1;1
518344;528595;2;1
521108;520331;1;3
520161;598224;1;1
521051;520551;2;1
520039;529338;1;1
520161;517402;1;1
520829;529320;2;1
520438;520918;1;3
520179;522279;2;1
520039;529346;2;1
520209;522279;1;1
520039;525529;1;1
520641;529371;2;1
520039;520896;1;1
520438;520004;1;1
520551;520802;2;1
520161;520918;1;1
520136;520888;2;1
520039;529346;1;1
520161;500011;1;1
520802;506796;1;1
520161;529346;1;1
520659;599794;1;1
520802;520217;2;1
520802;518638;2;1
520829;500011;1;1
520802;559687;2;1
520829;556564;2;1
520802;520438;1;2
518573;508217;1;1
520161;500011;2;1
518573;518573;1;20
520829;524140;1;3
518310;000000;2;1
520802;527211;1;1
520802;524301;1;1
518573;516589;1;1
513016;513016;1;4770
500836;000000;1;57
500968;504009;1;1
513440;513016;1;1018
513156;513156;1;816
500828;529320;1;5
513253;513253;1;165
500968;500721;1;9
513016;528595;2;28
500658;529460;1;1
500500;500500;1;33
513016;513610;1;72
582301;528595;1;5
513156;506559;2;7
513725;506281;1;2
500283;500810;1;2
513253;513156;2;28
513016;529346;1;21
513016;529354;1;2
500283;000000;2;18
512885;999999;2;7
513016;504513;1;1
582816;500828;1;21
512931;529460;1;1
500721;000000;1;83
513091;529320;1;1
500968;500747;1;11
513024;557421;1;5
513296;513326;1;17
513016;506338;2;6
500500;500828;1;18
513016;506354;1;9
557412;000000;1;33
513865;513016;1;31
557421;999999;2;2
500062;500135;1;2
513351;513351;1;47
500909;529346;1;1
513725;506125;1;1
557412;505846;2;3
513440;529419;1;1
512931;000000;1;58
513156;557421;1;3
513440;506354;2;1
582301;529320;1;1
513016;557439;1;3
513440;514268;2;1
512885;506567;1;1
513351;513440;1;6
557617;000000;1;9
513253;557421;1;2
513385;500011;1;1
513156;513091;1;1
513024;557501;1;2
513385;513598;2;1
513351;513598;1;3
513016;510262;1;1
512885;529371;2;1
513016;523381;2;1
513156;510998;2;1
513016;505315;2;1
500810;500810;1;83
500593;500011;1;81
500461;500828;1;14
500593;500372;1;5
500810;502413;1;22
513725;512851;1;1
500828;508438;1;2
582816;000000;2;22
500364;516589;1;2
555932;528595;1;2
500909;500925;2;1
517305;500585;1;3
500461;528595;1;7
500810;507440;1;1
500461;528595;2;2
500747;500062;1;4
500305;500925;2;1
582816;528595;2;6
513016;543331;2;2
500364;528595;2;7
500747;500593;1;13
513024;529389;2;1
513016;556459;1;1
513016;506478;1;2
557421;506559;1;2
557404;528595;1;1
513598;505374;1;1
513024;517402;1;1
513385;513121;1;3
513351;506656;1;1
557617;500011;2;1
513440;506931;1;1
513016;522376;2;1
557421;513610;2;1
513016;505935;2;1
513440;500640;2;1
557404;513156;2;2
512885;505846;2;1
513016;502413;1;1
513865;513156;2;1
557404;529419;1;1
500925;582816;1;2
500151;508063;1;1
500321;500135;1;1
500810;503011;2;2
582816;500836;1;1
500500;500828;2;2
517305;500968;2;1
500283;507741;2;2
517305;517291;1;1
500968;500933;2;10
500925;528595;2;1
500968;518158;1;3
500151;582816;2;1
500747;500828;1;4
512931;557439;1;1
517305;516589;1;1
513156;582301;2;1
512931;546682;1;1
512885;506354;2;1
500976;502413;1;1
512885;513601;1;1
513016;545741;2;1
513091;513326;1;2
500968;507253;1;2
500593;500461;1;1
500909;506745;1;1
500925;502413;2;6
500429;500372;1;2
500747;500372;2;3
500968;503193;1;1
500500;502413;2;3
555916;502413;2;3
500836;500593;1;4
500925;518409;1;1
500747;507253;1;2
500658;518808;2;1
500500;582816;2;1
500828;598186;2;1
500747;507741;1;1
500658;500551;1;1
500747;500836;1;3
500321;000000;2;2
500500;508438;1;1
500585;529460;2;1
500658;500364;1;2
500828;500500;2;1
500747;502031;1;1
500721;582816;2;1
555924;500011;1;1
500658;517402;1;1
500305;500011;2;1
500747;508217;1;1
500984;502031;2;1
500461;501026;2;1
500062;513881;1;1
500429;529320;2;1
500607;999999;1;2
582816;518158;2;1
500721;502383;1;1
511498;515680;1;6
511595;511765;1;28
511315;511595;1;3
511498;999999;2;48
580317;000000;1;34
511471;514462;1;2
511498;000000;1;96
511447;511218;2;2
514918;515591;1;4
515591;515264;1;1
511765;511218;2;31
514900;999999;2;4
511978;508438;2;3
511471;511749;2;1
511498;511218;2;4
511498;528595;2;7
511498;529371;1;3
515591;511391;1;2
511315;528595;2;5
511498;518263;1;2
511765;511595;2;1
511340;514829;1;2
511498;517402;1;2
515591;510998;1;1
511498;508918;1;3
511595;511765;2;2
511315;512010;1;2
511315;518549;2;1
511269;515426;1;1
511820;514462;1;1
515515;514900;2;1
511617;518158;2;1
511340;514608;1;1
512001;508438;1;1
511765;510726;1;1
512001;511421;1;1
580317;518158;2;1
511595;517402;1;1
542652;505820;1;267
505447;542652;1;96
505455;505455;1;99
510114;000000;1;501
510190;510106;2;9
516643;516627;1;22
505412;505412;1;25
510106;000000;1;391
505447;505820;1;27
505102;999999;2;4
509604;509868;2;2
509604;509604;1;78
542652;514292;1;1
516643;507440;2;1
517160;517160;1;5
510238;999999;1;19
505447;505447;1;21
543080;505820;2;2
542652;508233;2;2
517071;000000;2;1
509981;517402;2;2
517160;000000;1;9
505412;505820;1;7
510114;517402;2;9
510190;000000;2;4
505790;542652;1;49
505471;000000;1;18
510106;509795;1;19
556408;504998;1;8
505625;528595;2;9
510190;506150;2;1
510114;509931;1;5
510114;510025;1;2
516643;517071;1;7
516643;502693;1;2
516627;529346;1;3
509949;999999;2;7
516643;517071;2;3
510084;510114;1;48
516716;000000;1;10
510084;506745;1;3
517071;518158;1;1
509795;510998;2;1
510106;512036;1;10
518719;510114;1;15
505455;529320;2;3
517178;505820;1;1
556360;504998;2;2
505471;513881;1;1
516643;514462;2;1
509663;510076;1;7
510076;528595;1;6
509949;000000;2;9
510106;509728;2;3
510114;524140;2;2
510114;599824;1;2
510106;512931;1;1
510114;510238;2;4
509655;510238;2;5
510106;599824;2;1
509981;510149;2;2
510084;509892;1;1
510190;510149;1;1
509876;517551;1;3
510084;510106;2;4
510114;557358;2;2
509981;500011;1;1
510084;509655;2;1
510076;510173;1;1
509655;508217;1;1
509795;512036;2;1
509795;526533;1;1
518719;500011;1;1
516643;517402;2;4
516856;000000;2;9
510114;529419;1;1
509795;517402;1;4
516643;518387;1;3
509655;500011;2;1
509795;508179;1;2
510114;509809;1;1
509876;529389;1;1
510190;509540;1;1
510190;518557;2;1
510106;510157;1;2
509981;509795;2;1
516597;000000;2;18
510106;529311;1;1
510106;509256;1;1
517283;516767;1;1
509981;508438;2;1
510173;524140;1;1
509949;510114;2;2
510173;529460;2;1
509604;514268;1;1
509876;502031;1;1
509604;511137;2;1
516597;516589;2;1
516643;518557;1;2
517143;517381;2;3
509604;510572;1;1
509604;510238;2;1
517283;557293;2;1
516716;999999;1;1
516856;517402;1;1
517372;517372;1;2
505579;000000;1;42
505480;505480;1;9
505552;504998;1;21
556742;505552;1;3
517372;516627;1;1
516856;529320;1;1
505692;505692;1;18
505447;999999;1;5
542652;505358;1;25
505579;513016;1;1
505790;505790;2;10
556360;999999;1;3
542822;000000;1;53
505684;999999;1;2
505552;542652;2;3
556360;542652;1;10
505790;505552;1;4
556360;505790;1;1
505455;514268;1;2
505200;505315;1;7
505200;000000;1;27
505200;505803;1;2
542652;512842;2;1
545651;517402;1;1
505471;513016;1;2
542822;999999;2;6
505625;513954;1;1
505072;000000;2;6
545651;000000;2;7
505455;542741;2;1
542822;500011;1;1
516643;514462;1;1
505200;999999;1;9
542873;999999;2;3
542741;542652;2;8
542652;505790;1;5
542652;556289;1;2
542741;000000;2;7
505200;505455;1;1
505684;556360;1;12
542741;529320;2;1
542652;518913;1;1
505200;513989;1;1
505765;529320;1;1
505579;529320;1;1
542741;999999;1;3
556289;529354;1;1
505447;542822;1;1
543080;506273;1;1
505072;505412;1;1
556408;528595;2;1
505455;507164;2;1
542652;542849;1;3
505056;000000;2;1
505447;505358;1;1
542652;542890;1;1
505358;505412;1;1
542652;599824;1;1
542857;505056;1;1
505625;506338;2;1
505684;506613;1;1
505692;505692;2;1
505579;500011;2;1
505579;506745;1;2
505625;507440;1;2
505102;505358;1;1
505579;528595;2;1
505331;504998;1;1
542652;508063;2;1
505153;505447;1;1
526665;000000;1;842
526878;526941;1;38
526975;598224;1;1
526886;526665;1;41
527092;527092;1;117
526665;507911;1;2
526665;598151;1;3
526665;526878;1;12
526959;529320;2;1
526851;526851;1;28
526665;522864;1;1
527033;526967;1;10
526819;526819;2;8
526711;999999;2;19
526789;529320;1;2
527050;528595;1;5
526673;526941;1;35
526827;528595;1;1
526908;526967;1;1
526665;526789;1;13
526665;526266;1;1
526711;526665;2;5
526762;000000;2;41
526908;510262;1;1
526860;526860;1;30
526797;599824;2;1
527041;508306;2;1
527084;527084;1;11
526959;526878;1;12
526843;527017;2;1
526835;599841;2;1
527068;527068;1;24
527068;527076;1;4
526975;516767;1;1
526975;526720;1;5
526754;509701;2;1
526797;526959;1;1
526754;526975;1;3
526754;523381;1;3
526754;528595;1;3
527076;598224;1;1
526673;526665;2;3
526789;524140;2;3
526959;523585;1;1
527076;523585;2;1
527041;999999;1;3
526673;526967;1;3
526665;511641;2;1
526673;526673;2;3
526665;504360;1;1
526665;511641;1;1
526665;523933;2;1
526673;513016;2;1
526878;524778;1;5
526886;523933;2;1
526720;524140;2;1
526843;528595;2;4
526797;523381;1;1
526789;599816;1;1
526916;523381;1;5
526878;599824;2;1
526754;528595;2;1
526819;528595;2;1
527084;527084;2;4
526819;524611;1;4
526908;522899;2;1
526975;529460;1;1
526789;599816;2;1
526771;500011;2;1
526941;524140;2;2
526967;529346;2;1
527084;526665;2;3
526801;999999;2;4
526975;523682;1;2
526975;526762;1;2
526967;527050;1;2
526754;526975;2;1
526720;523381;2;1
527084;524140;1;1
526924;526878;1;1
527033;529311;1;1
527084;598186;1;1
526959;521400;1;1
527076;517402;1;1
526967;523780;1;2
526967;507156;2;1
526835;526665;1;2
526967;529320;1;1
526975;529311;2;3
527092;526860;1;6
526878;523585;1;1
526703;526835;1;1
526754;500011;2;1
526711;523534;1;1
526886;523381;1;1
526959;529311;1;1
527092;599794;2;1
526819;525146;1;3
526771;599824;1;1
527068;526860;1;1
526878;529320;2;1
526762;528595;2;1
526819;527084;1;2
526746;560103;1;1
527033;599093;2;2
526819;560103;2;1
527092;517402;2;1
526967;529460;1;1
526878;520802;1;1
501433;555720;1;7
522741;523313;1;1
501859;501433;2;13
522279;523313;1;9
580597;529320;1;5
523119;523259;1;2
501913;529389;1;1
522988;523275;2;1
501433;501433;2;411
501832;529346;1;5
522279;505820;1;6
523216;598186;1;2
501433;545333;1;10
543853;000000;2;106
555720;501433;2;15
522295;522368;1;1
528714;000000;1;17
523208;529460;1;1
522368;528595;1;3
522279;523275;1;11
501573;501999;2;6
501778;529346;1;3
543225;543608;1;2
555720;501433;1;140
522741;522741;2;2
501522;999999;1;142
501590;502014;1;3
522945;522279;1;79
501573;529460;1;5
501905;503762;1;1
501433;508217;2;6
501573;528595;1;59
523119;598186;1;3
501433;529460;2;10
543853;543942;2;112
522597;000000;1;22
522759;522759;1;43
522279;523101;2;55
501701;000000;2;12
501514;529460;1;9
501433;555541;1;11
501760;501760;2;13
501824;501433;1;214
528404;528404;1;27
543225;506338;2;1
501905;529354;1;17
523101;522902;1;1
555746;529460;1;3
501808;528595;1;104
555649;501026;2;1
501816;529389;1;1
501875;000000;1;27
501719;501433;2;15
543179;526355;1;27
502006;501905;1;18
501573;529371;1;22
501433;501581;1;19
543853;513857;1;3
555576;501433;1;249
501905;502031;1;1
543624;999999;2;30
501719;501026;2;3
501964;501433;1;19
522279;523151;1;5
502022;508217;2;5
503461;529460;1;3
523259;523313;2;1
526517;543292;1;14
501581;999999;1;20
522651;522279;1;130
501921;528595;1;20
523348;523348;1;14
501808;529397;1;11
501433;529311;2;30
543853;527548;2;1
522431;522431;1;38
501620;501620;2;3
522996;598151;1;1
543608;000000;1;34
528277;598224;1;2
522279;523089;2;21
501786;501484;1;1
543853;502413;1;2
501719;529460;1;2
523241;522279;2;13
555517;501433;1;1
543292;508438;1;8
522996;523585;1;1
526428;526371;1;9
555746;999999;1;2
522589;598224;1;1
523119;999999;1;14
523054;522279;1;82
543292;506745;1;2
523097;999999;1;19
580554;529346;1;6
543888;528579;2;20
503461;503461;2;2
501905;501026;2;1
522279;509540;2;1
501506;999999;2;2
501450;529311;1;8
501450;501905;1;26
522481;000000;1;34
501611;501611;2;11
501557;000000;1;41
501549;503461;1;1
555517;507814;2;1
501468;501611;1;1
501760;501760;1;45
501905;505421;1;1
501492;501581;1;5
582522;529460;1;2
501492;000000;2;19
501816;501557;1;3
582522;000000;1;22
555673;501905;2;1
555673;502006;1;1
501611;501981;1;2
555541;999999;2;5
501450;501891;1;1
501964;501701;1;1
501816;501611;1;1
501531;999999;2;8
501492;529346;1;2
501671;528595;2;3
503461;999999;1;3
501590;501905;1;14
501557;501611;1;2
501531;545333;1;1
501743;502014;1;3
501492;529371;1;4
501492;501891;2;1
501549;501999;2;2
501468;501905;2;2
501484;506745;2;1
501735;501697;2;1
501611;504106;2;1
501671;529346;1;1
501719;501697;1;2
501441;999999;2;5
501492;508209;2;1
501719;529320;2;1
501719;501719;2;2
501441;529460;2;1
501735;507938;2;1
502006;501611;1;4
501760;529311;1;1
555576;501735;1;2
501816;529311;1;3
502006;529346;2;1
502006;503011;1;1
501549;529494;1;1
501441;508217;1;1
501891;502022;1;2
501816;501522;1;2
501867;501433;1;144
555720;529460;1;2
501824;501433;2;14
501433;508110;1;6
501824;529311;1;3
501522;555576;1;3
501905;507938;1;5
501522;503011;1;4
501824;501760;1;4
501654;555673;1;2
501522;501344;2;1
501824;501026;1;24
501701;529320;1;13
501433;501697;2;1
501824;504025;1;2
501808;545333;2;2
580597;529338;1;2
501867;501573;1;6
501883;000000;2;10
501981;501972;1;1
501620;508217;2;3
501654;501433;2;14
555746;528595;1;9
501859;501859;2;4
555720;529427;1;1
501689;501689;1;19
501859;501786;1;3
501956;529460;1;2
501522;501042;1;1
501913;501808;1;3
501808;529311;1;17
580554;507814;1;1
501603;529354;1;1
501662;999999;2;4
501603;501450;1;1
501689;501433;2;2
501859;501581;1;5
501808;529443;1;2
555568;501654;2;2
501531;529320;2;1
501913;529346;2;3
501433;529346;2;6
501689;501522;1;20
501905;529362;2;4
501883;501930;1;4
501824;501921;2;1
501883;501450;2;1
555720;529346;1;2
501522;501760;2;11
522279;526665;1;1
501891;501492;1;2
501972;508209;2;1
522783;523313;1;1
522295;522279;2;6
522651;528099;1;2
528137;510998;2;1
522759;599824;2;1
501905;501549;2;1
501603;545333;1;2
522511;522279;2;4
528331;000000;1;70
522414;523364;1;2
528463;543772;2;1
501743;501981;1;1
501930;529311;1;2
522546;598224;2;1
501778;501697;1;1
501930;501921;2;1
