obecA;obecB;Periodicita dochadzky;POCET
518085;517500;1;2
517691;518000;1;3
509132;508438;1;2
509400;507156;1;1
509345;509507;2;2
509531;508438;2;1
509132;512729;1;2
509507;516589;1;1
509523;509256;2;1
509396;509248;2;2
517691;510726;1;1
518085;509248;1;1
509132;505846;1;1
509132;529311;2;1
509132;509515;2;6
509400;557358;1;1
509345;529354;2;2
517895;599824;1;1
509531;599093;1;1
509451;505463;1;1
509132;517259;2;1
509132;510262;2;2
517674;512842;1;14
518085;529311;2;1
509507;513610;2;1
509248;503509;2;1
509248;509221;2;1
509159;529397;1;1
509396;528595;1;1
509396;502413;2;1
509493;516589;2;1
509132;518042;1;1
517461;517691;2;6
517461;513881;2;1
517691;516643;1;1
517461;557447;1;1
517461;529397;1;2
517623;517593;1;3
517674;517593;1;6
517461;500011;2;3
517631;506745;1;1
517461;512036;2;1
509531;509400;2;1
527491;527106;1;19
527505;527505;1;23
527548;000000;1;5
527602;527131;1;2
527777;000000;2;14
509213;512036;1;1
581984;509345;2;1
580601;519197;1;7
527785;527785;1;16
527602;999999;1;7
527696;999999;2;19
527106;599841;1;8
527696;527840;1;4
527955;519006;1;2
517674;514489;2;1
527688;527688;1;1
519332;519332;1;2
517631;529397;1;2
527564;527858;1;1
527891;000000;1;6
528030;524140;1;2
519537;525014;1;2
517674;507440;2;1
517674;529346;1;1
527106;527688;2;1
527483;518158;1;1
581984;517895;2;1
528081;528081;2;3
519316;519081;1;6
527947;527947;1;6
527271;000000;2;2
519197;529397;1;1
527955;529320;2;1
519987;524140;1;7
527670;528595;1;1
527831;506745;2;1
527378;599841;2;1
517623;510262;2;1
517895;517712;1;1
517461;581984;1;1
517461;506338;2;1
527483;527483;2;3
527301;527301;1;1
519316;519197;2;1
527831;517402;2;1
527831;529371;1;1
527424;524140;2;1
527696;599824;1;1
527505;508179;1;1
527432;527432;2;2
527602;529320;2;1
528030;599824;2;1
527777;598224;2;2
527483;598224;1;1
527254;598224;1;1
527696;525154;1;1
527564;527335;2;1
519316;527106;1;1
519561;598186;1;1
527106;516643;1;1
528064;000000;2;1
527301;527238;1;1
527271;527548;1;1
519391;525430;1;1
527106;599093;1;3
519391;519987;1;2
527441;598186;1;1
527122;529320;1;1
527327;519006;1;1
527505;528081;1;1
527696;517402;1;1
527696;529338;1;1
527131;598186;2;1
519332;524140;1;1
519197;598224;2;1
527254;519006;2;1
527785;598186;2;1
527220;527220;2;1
519197;529346;1;2
527319;524140;1;1
527106;527360;2;1
527505;528099;1;1
527360;513016;2;1
527106;521523;2;1
527696;598186;2;1
505315;542733;1;199
506338;505820;1;272
526355;523585;2;3
543497;543497;1;320
507440;517402;1;14
526509;599824;1;10
513466;513466;1;136
543268;543535;1;25
543004;543004;1;235
512842;529346;1;48
507466;507750;1;58
512842;517402;1;411
543705;000000;1;43
507725;507288;1;6
556190;505315;1;6
506427;000000;2;16
543331;000000;1;128
543161;523381;1;9
543594;598151;1;2
507709;506745;1;135
512842;518913;1;51
505919;505820;1;7
506109;506109;1;52
507369;507440;1;33
543268;526355;1;140
507121;507768;1;7
505315;513881;1;58
526355;505820;1;14
543594;000000;2;57
507440;507156;1;132
513466;999999;1;30
512842;513377;1;3
505871;506583;1;7
542733;556149;1;20
526509;598186;2;53
543004;000000;1;185
512842;517933;1;5
543322;543322;2;34
505170;542652;1;22
506265;000000;2;25
507369;506745;1;21
526533;523381;1;12
518913;518913;1;145
507709;507750;2;9
513601;513156;1;5
506524;507440;1;34
506338;529460;2;6
526533;543292;1;42
557510;512842;1;81
506001;505820;1;10
507440;505846;2;12
556190;504998;1;7
506982;507121;1;7
543721;598208;1;1
505463;999999;1;22
526355;599875;2;1
543161;543161;1;37
556190;543004;1;6
558397;507750;1;21
507482;000000;2;7
505315;507440;1;4
580449;000000;2;8
543322;543268;1;41
526509;523381;1;4
556581;507440;2;12
513741;513741;1;93
543705;543705;1;50
526355;523950;1;6
526568;526568;1;6
543004;999999;2;32
507750;507253;2;2
543560;543560;1;74
581399;505820;1;2
513172;517402;2;1
543721;543594;1;6
507342;507342;1;102
581399;506834;1;1
505901;518158;1;1
505803;505803;2;16
513687;529346;1;2
505803;542652;2;2
526533;000000;2;20
506427;507555;1;1
506583;506125;1;18
507440;509698;1;1
506338;507032;1;10
505315;556360;1;1
543501;999999;1;9
512915;506745;1;1
560154;524000;1;2
506524;505901;1;10
507121;506001;1;6
507440;503011;1;1
507440;529346;2;19
507121;507164;1;6
526509;543322;2;28
505722;000000;1;111
580856;500011;1;1
526509;510262;2;1
543187;598186;2;33
507440;506524;1;4
507440;508454;1;1
513563;529389;1;1
560154;543331;1;12
543322;521299;1;1
507229;506338;2;1
512842;529362;2;3
558338;529362;1;1
542733;503665;1;1
543713;543411;1;4
543411;508233;1;1
526592;523381;2;15
506991;505901;1;1
512842;517798;1;13
506834;500011;1;2
507121;508063;1;1
505463;514241;1;2
506443;999999;1;17
512842;506656;2;1
506338;502031;1;2
526363;529320;1;2
543055;000000;1;79
512842;518158;1;1
543667;529346;1;2
512842;513083;1;7
513687;507440;1;1
557633;557633;2;13
512966;512915;1;2
557480;580856;1;3
546640;506435;1;1
546640;546640;2;2
557480;512851;1;3
557510;557510;2;3
513687;543641;1;1
513172;500011;1;2
513008;529346;1;1
513687;513326;1;1
513083;513083;2;5
557480;513296;1;1
513083;512966;1;4
513008;513326;2;1
512966;557510;1;2
557579;518131;1;2
546640;513610;2;2
557510;000000;2;5
557609;512842;2;2
557510;513881;1;1
557579;505820;1;2
580856;506338;1;1
513466;529320;2;6
512915;510998;1;1
512842;506559;2;2
513687;999999;1;2
513687;505820;1;1
557480;529460;1;1
543209;526355;2;1
543403;543292;1;8
543519;543292;2;2
543403;543195;1;6
560154;560103;2;4
543535;543705;1;1
543306;526355;2;8
560154;529346;1;4
543284;508101;1;1
560154;512842;2;1
543616;523381;2;1
543438;557293;1;1
543403;526363;1;1
543250;523381;2;1
543616;543306;1;1
543667;543659;1;1
543268;543322;1;4
543616;521663;1;1
560154;523682;2;1
543195;524140;1;1
560154;523402;1;2
526398;523950;1;1
526533;526291;2;1
526592;598186;1;1
526657;524841;1;1
526355;543179;1;1
526584;556564;2;1
543594;526517;1;3
543306;523585;1;1
543616;543331;1;3
543594;543331;1;4
543616;504009;2;1
543357;543322;1;1
543721;526606;1;2
543667;516970;1;1
560154;543624;2;1
543721;543195;1;1
543268;599841;2;2
543331;598186;1;5
526576;526291;2;1
526584;543373;1;6
543331;529389;1;1
526592;543624;2;3
526592;526436;1;1
526533;510998;2;1
543209;599824;2;1
526550;999999;2;2
506109;529460;1;5
505846;529320;1;3
506109;000000;2;7
506061;000000;1;46
506061;505820;1;6
526657;526380;1;1
506109;529320;1;3
506338;508179;1;1
506524;507032;2;1
506249;556581;1;5
506338;506281;1;2
506338;513156;1;2
505871;529320;2;2
543349;543268;2;1
526584;508497;1;1
505897;504581;1;3
507342;507342;2;8
507440;501310;2;1
507385;999999;1;15
507440;505871;1;1
507229;508021;2;1
507440;507253;2;9
558354;510998;2;1
507440;507661;1;4
507342;507156;2;1
507563;999999;2;7
507725;507440;2;17
506338;506559;2;3
505889;506401;1;2
506991;506877;1;1
507750;505919;2;1
507440;504998;2;4
558338;506745;2;1
506346;999999;1;6
506443;506125;1;12
506435;529338;1;1
506524;506427;1;5
506524;506559;2;3
505803;000000;1;113
556459;507440;1;3
506443;513326;1;1
505129;999999;1;4
506249;507440;2;3
505315;581658;1;11
558338;506338;1;2
507121;507709;1;4
507709;506001;1;6
505315;543055;1;3
505463;000000;1;73
507709;500950;2;1
507121;508217;1;2
505196;000000;2;6
506672;506338;1;20
505706;505706;1;11
505323;505323;1;17
506311;506338;1;9
505951;508438;1;1
556173;504998;1;4
505307;000000;2;14
580449;543004;1;5
556416;999999;1;15
505315;529460;2;8
556246;529346;1;3
505315;504009;2;3
580953;529460;1;2
505919;529354;1;1
505463;505315;2;16
505307;505307;2;12
518913;518913;2;22
543667;543233;1;1
505803;505048;1;1
556441;505871;2;3
506443;506338;2;6
505463;505048;2;1
512842;560103;2;2
543047;529320;2;8
543411;543331;1;1
543616;543195;1;1
556246;505315;2;5
543616;510998;1;1
560154;599883;1;1
560154;518263;1;1
512966;557552;1;1
543152;523925;1;1
513563;999999;2;7
543004;505463;1;1
556173;999999;1;2
513474;509256;1;2
580449;580899;1;1
543357;526584;1;1
543152;523763;2;1
543519;505820;1;1
526355;501522;1;1
526355;515850;1;1
526355;516643;2;2
526533;543268;1;2
543527;528595;1;1
507709;507741;1;23
506834;506745;2;2
507121;508179;2;1
558397;507440;2;3
556581;556572;1;1
506524;506613;2;1
507482;507156;2;3
543161;506745;1;1
507121;529397;1;2
543616;526380;2;1
507709;507741;2;2
507121;507008;1;2
556581;507750;1;4
507750;507253;1;1
507725;529338;1;1
507342;506745;2;3
507466;507121;1;1
507121;506885;1;1
543519;506338;1;1
507466;529371;2;1
507750;504831;1;1
556459;529320;2;1
507725;507032;2;1
507440;542695;2;1
558354;000000;2;1
506516;000000;1;13
506516;504009;1;1
505871;528595;2;1
506524;559687;1;1
513474;513474;2;11
513563;518913;2;1
505722;500968;1;3
513601;518913;2;6
505196;556246;1;9
505129;528595;1;2
507440;505234;1;3
507440;507351;2;1
513474;557510;1;1
507725;507229;1;1
507750;507679;2;4
556246;580449;1;2
507440;510416;2;1
556416;505692;1;1
505706;505625;1;2
507199;506893;1;2
507342;529460;2;1
507440;599824;2;1
507491;509884;2;1
507440;501573;2;1
507750;582425;1;1
507709;506991;2;1
558397;999999;2;3
581399;507156;1;5
507563;581399;1;4
543004;529346;2;2
507369;529320;1;3
507229;529320;1;3
513784;000000;2;8
507385;506338;2;1
506991;507342;1;1
543489;524140;1;1
556581;581399;1;1
558338;507679;1;1
507440;558338;1;1
513466;513440;1;1
507466;506991;1;1
505889;528595;1;1
505846;506559;1;2
506338;505838;2;1
505897;506559;2;1
507342;506184;1;1
507199;507156;1;1
581399;506834;2;1
505901;507121;1;1
505897;504815;1;1
506338;508063;2;1
506184;505846;2;1
506401;507385;1;3
505889;529320;1;5
506265;506001;1;4
505919;507679;1;1
505994;506885;1;1
505889;504998;2;1
506125;506265;1;1
506524;506265;1;3
506346;507440;1;3
506516;506516;2;1
506303;506745;1;1
505129;505129;2;1
506516;506991;1;1
505315;508063;2;1
506311;506206;1;1
506338;516970;2;1
505994;529320;1;2
505315;504815;1;1
506303;506001;1;2
506435;529320;2;1
506516;506206;1;7
506435;505889;1;2
512842;509132;2;2
542733;505731;1;1
505315;506338;1;4
513466;510114;2;1
580449;556149;1;4
512842;529401;1;1
513741;529346;1;3
507440;513997;2;1
556190;999999;2;1
557633;506338;2;1
557595;557561;1;1
505315;580953;2;2
505463;505552;1;1
518913;513326;1;7
505307;999999;1;6
542733;505196;1;3
557579;513563;1;1
507440;501026;1;1
580953;542652;1;3
558338;508438;1;1
507369;528595;1;1
542733;505129;1;1
506516;506338;2;1
507385;506001;2;1
543047;505196;1;1
506303;528595;1;2
506524;506851;2;1
506524;504262;1;1
543047;505552;1;1
542733;529354;1;1
505722;506885;2;1
556190;503011;2;1
506184;507385;1;1
505871;505951;1;2
506303;505897;1;1
506672;505901;2;1
506427;506109;1;1
557552;505820;1;1
507369;503894;2;1
507750;506150;2;1
506443;517402;1;1
506427;504998;2;1
556459;506745;2;1
506427;505820;2;1
507491;504815;2;1
505919;517402;2;1
506184;529397;1;1
506524;504513;1;1
513741;500011;1;1
513563;557935;2;1
513822;513822;1;2
506524;506818;1;1
543004;556173;1;1
506265;529354;1;1
512842;509451;1;1
505731;506745;1;1
505315;500721;1;1
505731;529460;1;2
513784;513563;2;1
543713;000000;2;2
506524;507288;1;2
505901;507342;1;1
505315;517950;2;1
556441;505820;2;1
542962;507032;2;1
543268;543497;1;1
543519;527106;1;1
543713;000000;1;11
506672;506125;1;1
506524;518034;1;1
506061;502413;2;1
543004;508063;2;1
505315;507555;2;1
580953;500011;1;1
556441;506303;2;1
505803;529460;2;1
506346;518158;1;1
556416;509132;2;1
506249;506443;1;1
506311;505901;1;1
505871;505901;1;1
543497;543322;1;6
543705;000000;2;15
543659;526355;1;15
543144;000000;2;8
543241;521663;1;1
543497;598127;1;7
526550;000000;2;2
513466;508179;2;1
513466;504688;1;1
580864;513610;1;1
512842;523925;2;1
526649;598186;1;18
543489;543306;2;1
526509;500011;2;2
543241;521400;1;1
526541;598208;1;2
543187;524140;1;2
543373;543632;1;5
526509;512036;2;2
543187;506745;1;1
526509;508217;1;1
526649;999999;2;6
526509;526541;1;2
543713;543519;1;1
543187;526649;2;1
526363;526363;2;3
526541;598224;2;1
543560;521671;1;2
543187;543268;2;4
543497;528595;1;2
543373;529346;1;1
526541;518034;2;1
543411;521400;2;1
543659;529371;1;3
543373;517402;2;2
543373;522279;2;1
543322;522082;1;1
543233;529362;1;1
543322;523381;1;3
526541;599093;1;1
543373;543659;2;1
543365;508021;1;1
543233;518590;1;1
543322;523381;2;1
543501;543233;2;1
543659;526541;1;1
543411;543322;2;1
543411;526509;1;1
526533;529338;2;1
543233;557293;1;1
543187;529320;2;1
543241;523381;2;1
543322;522279;2;1
526649;522147;1;1
598682;598682;2;90
517968;517402;1;101
599018;524140;1;6
517542;514331;1;1
517712;999999;1;6
517500;510106;1;1
517402;529371;1;7
517941;000000;1;187
599018;599824;1;72
527840;524140;1;56
517658;000000;1;137
518069;999999;1;37
598682;559687;1;91
518000;518000;1;38
517402;518000;1;6
517551;500011;1;1
598682;599913;1;30
517950;517950;1;102
599018;598127;1;9
518042;529320;2;24
547620;517402;1;27
517712;517402;2;22
517402;508101;1;1
598682;599816;2;14
598682;506338;1;1
517496;517593;1;3
598682;522082;1;1
547611;512842;1;2
527297;598186;1;1
527912;000000;2;11
518051;529320;1;2
517917;557986;1;7
598682;500968;1;2
518069;529460;1;1
527840;513440;1;1
517917;517470;1;3
517496;517402;2;28
517577;517577;1;20
517402;504009;2;2
557986;517682;1;8
517925;000000;1;84
517402;512541;2;1
517402;599093;1;2
517402;598186;2;1
517968;512036;1;1
517925;557935;1;4
557986;505820;1;2
517577;505820;2;1
517739;514331;1;1
517402;508055;1;1
517941;529320;2;3
517577;518034;1;1
598682;599018;2;2
598682;521698;2;3
598682;598194;1;6
598682;519006;2;1
598682;521639;1;4
598682;509256;1;3
598682;518808;1;2
598682;559784;2;2
598682;525201;1;1
598682;508217;1;1
598682;543942;2;1
599018;599913;1;4
517925;999999;2;5
518051;529346;1;2
547522;000000;2;12
517828;518069;1;16
558168;517984;1;12
517917;513881;1;1
517488;517461;2;3
518051;000000;2;48
547522;517402;2;18
518077;999999;2;3
517518;544051;1;2
517933;513156;2;1
557960;557935;1;6
517950;517941;1;3
517976;507440;1;1
547611;509132;1;4
517828;510637;2;1
598682;522244;1;1
599018;523216;1;1
517488;557935;1;2
517917;513989;2;1
517917;529427;1;1
598682;525529;2;1
518051;517691;2;1
517828;517429;2;1
547522;547522;1;19
547522;522279;2;1
517658;529320;1;1
599018;543268;1;1
599018;521299;1;1
517488;517488;2;6
557935;512036;1;3
518077;000000;2;8
598682;523933;2;1
518077;500011;2;1
517640;517933;1;5
517879;509248;1;4
518077;517780;1;1
517551;504998;2;1
517429;529320;1;2
517739;517551;1;4
518093;547522;2;1
518034;517551;2;1
517976;509001;2;1
517682;528595;2;3
517429;518069;2;2
517755;517755;2;16
547590;529460;2;1
517488;517461;1;5
517925;517968;1;1
517518;517984;2;1
557960;517941;1;2
557935;517950;1;1
517917;509256;2;2
518131;509256;1;2
558168;509132;1;1
518131;529346;2;1
517950;512648;2;1
527262;544051;1;1
518034;512371;1;1
517976;517933;1;1
517429;517925;1;1
518034;508101;2;1
518034;517593;1;3
517551;528595;1;1
547557;512036;1;1
517658;518131;1;1
517496;518034;2;2
527572;527572;1;3
517526;528595;2;2
527581;999999;2;10
517658;517941;1;1
527840;527335;2;1
527165;000000;1;6
527726;000000;1;8
527173;527840;2;4
527581;599093;2;1
527467;527882;2;1
518131;509132;1;1
517941;506745;1;1
517984;509132;1;1
527181;527297;1;4
517950;508438;2;1
527513;529338;2;1
518131;517984;1;1
557935;509540;1;1
517917;512036;2;1
517917;529397;2;1
517917;500011;2;2
517551;507440;2;1
518093;501026;1;1
517984;505820;1;2
518034;542652;1;1
517640;999999;2;2
517941;599093;2;1
518000;517933;1;1
517682;500011;1;1
517500;529460;1;1
517496;513881;2;1
517925;517658;1;1
517542;517551;1;1
517739;512842;1;1
517682;517640;1;1
517950;512729;1;1
527980;527980;1;4
527726;527262;1;1
527637;527513;1;1
527190;000000;1;2
527157;529320;2;1
527726;527726;1;2
527114;513016;1;1
527840;526941;1;1
528013;528013;2;1
527165;518158;2;1
527262;598186;2;1
527840;527289;1;1
527815;544213;2;1
528005;598127;1;1
547620;517526;1;1
517712;509256;2;1
517682;506583;2;1
547522;529320;2;1
527700;527297;1;1
527416;529320;1;1
527408;500011;1;1
527793;519448;1;1
547620;999999;2;2
527114;527751;1;1
527521;527831;1;1
527581;527823;2;1
527416;527181;1;2
527262;528595;1;1
527971;527840;2;1
528048;598186;2;2
517593;999999;2;1
527840;598208;2;1
527343;527386;1;1
527173;527173;2;1
527637;519006;2;1
507512;506745;1;254
512371;512371;2;7
529389;000000;1;2713
529389;529389;2;250
529371;529320;1;909
529371;528595;2;58
523810;523828;1;61
529397;529346;2;243
506745;528595;2;29
529371;504009;1;2
523623;523585;1;113
512371;557358;1;22
509779;999999;1;25
507601;506745;1;429
509868;528595;2;17
529427;529427;1;120
523585;999999;2;95
510025;509868;2;19
512371;512036;1;198
512648;557358;2;10
528811;544051;1;16
509914;510246;1;4
506745;529346;2;160
581020;581020;1;85
581241;581241;1;21
529397;517402;1;3
507296;529320;1;35
523810;000000;2;22
529389;506745;1;19
506745;508438;2;2
529371;529427;1;18
529192;581674;1;12
510246;509868;1;230
523585;523682;1;80
529419;529397;1;112
512168;512036;1;56
544213;529320;1;6
506745;507440;1;73
509817;999999;2;31
512061;512061;2;3
523836;523381;1;30
524000;503851;1;1
581020;529346;2;4
510025;509914;1;36
544175;598186;1;5
506818;529320;1;17
509779;509817;1;3
529397;506745;1;15
506796;507768;1;6
528820;544051;1;27
506818;529346;1;15
529427;508381;1;3
509817;509779;1;4
556491;000000;2;19
528901;544051;1;80
507776;529320;1;23
529401;000000;2;18
510157;509540;2;6
556491;506745;2;13
512036;512079;1;6
529389;507989;1;5
512036;517984;1;74
529257;529320;1;6
506818;507768;1;7
507067;507857;1;6
524077;523585;1;79
529397;529427;1;16
544051;528773;1;8
512079;512036;1;169
581674;529320;1;6
556688;507555;1;21
509850;512842;1;1
506745;506826;1;2
510203;000000;1;351
506851;500011;1;16
529265;000000;1;126
529133;544051;1;141
556513;528595;1;2
524069;523381;1;7
512079;999999;1;2
509591;510998;1;3
544108;544051;1;39
512036;529320;2;37
506851;506851;2;20
529389;545333;1;6
523828;517402;1;2
529397;508195;1;3
523828;524077;1;3
506923;507156;1;19
529371;529362;2;6
529401;506338;1;1
544051;513881;1;2
506851;529320;2;2
523623;529346;1;6
544051;523194;2;1
512702;510998;1;1
529389;529494;1;7
523810;523585;2;11
506893;000000;2;15
507067;556688;1;3
529222;528595;1;2
556556;506877;1;2
524123;560103;2;7
510246;510025;1;11
529397;508233;1;14
510033;504815;1;1
529117;529460;1;1
512036;512583;1;15
507059;507156;2;2
512834;518034;1;12
506940;999999;2;7
507776;529320;2;1
556483;507156;1;12
506877;508225;2;1
523712;523861;1;6
507776;506818;1;2
529150;524140;1;13
507571;507768;1;3
509868;529320;1;19
529371;598151;2;1
512036;512354;1;11
506745;508225;2;2
512834;529362;1;1
523836;523615;1;3
509914;509868;2;16
523836;523861;1;8
529168;520004;1;4
581488;529320;1;10
544213;528854;1;3
507768;507555;1;1
509868;510157;1;20
512648;000000;1;248
512052;512052;2;5
529419;507741;1;1
544051;517402;2;4
529168;599841;1;3
506745;513016;1;3
528978;999999;1;2
581488;507032;1;1
506745;556050;1;1
523828;524000;1;44
529419;506745;2;2
523585;526975;1;14
512036;513881;1;7
510025;510246;1;16
506940;504858;1;1
529389;507938;2;1
506842;529346;2;8
512061;529346;1;1
529168;529346;2;2
529150;529346;1;2
506745;506940;1;4
557358;000000;2;51
544213;528595;1;2
523526;560103;2;8
556688;507555;2;6
506745;556599;1;2
556688;529346;1;3
581488;999999;1;3
506745;529443;1;2
506745;508217;2;12
506745;507601;2;5
506745;510998;2;2
506745;504581;1;2
512150;512371;1;14
512508;507814;1;1
512648;999999;2;18
512541;512541;1;7
512753;510807;1;1
512036;506851;1;1
509868;518719;1;3
512419;000000;1;15
512681;517402;2;15
512648;512591;1;2
512541;518034;1;1
557358;512729;1;5
512567;000000;1;13
512371;528595;1;5
509582;529320;1;5
557358;517984;2;1
512567;999999;1;1
512036;500968;1;1
512524;512524;2;6
512036;517992;1;1
512796;512354;1;3
512389;509922;1;1
512052;999999;2;4
512583;528595;1;2
512133;512371;1;6
512796;557358;1;3
512036;598127;1;1
512681;508438;1;2
509868;508063;2;1
512079;512541;1;2
512541;557358;1;5
557358;529125;1;1
512036;510114;2;1
512737;512737;2;1
512478;513741;2;1
512541;512583;1;1
512818;512214;1;1
512079;529346;1;2
512681;518034;2;4
512486;512583;1;1
512681;512834;1;1
512681;508900;2;1
528935;000000;1;18
512079;508438;1;1
512036;512168;1;2
512630;999999;2;1
512354;518158;1;1
512656;512435;1;1
