"","obecA","obecB","pocet","okresA","okresB","obecA_nazov","obecB_nazov"
"1056","511153","510998",27,"SK0315","SK0318","Vlachy","Ružomberok"
"1057","511153","511005",1,"SK0315","SK0318","Vlachy","Liptovské Sliaèe"
"1058","511153","511048",1,"SK0315","SK0315","Vlachy","Svätý Kríž"
"1059","511153","511153",32,"SK0315","SK0315","Vlachy","Vlachy"
"1060","511153","511196",6,"SK0315","SK0315","Vlachy","Závažná Poruba"
"1061","511170","510262",96,"SK0315","SK0315","Východná","Liptovský Mikuláš"
"1062","511170","510386",1,"SK0315","SK0315","Východná","Demänovská Dolina"
"1063","511170","510408",1,"SK0315","SK0315","Východná","Dúbrava"
"1064","511170","510467",9,"SK0315","SK0315","Východná","Hybe"
"1065","511170","510521",1,"SK0315","SK0315","Východná","Jamník"
"1066","511170","510564",11,"SK0315","SK0315","Východná","Krá¾ova Lehota"
"1067","511170","510599",1,"SK0315","SK0318","Východná","Likavka"
"1068","511170","510611",1,"SK0315","SK0315","Východná","Liptovská Kokava"
"1069","511170","510700",1,"SK0315","SK0315","Východná","Liptovské Matiašovce"
"1070","511170","510726",156,"SK0315","SK0315","Východná","Liptovský Hrádok"
"1071","511170","510734",5,"SK0315","SK0315","Východná","Liptovský Ján"
"1072","511170","510777",1,"SK0315","SK0315","Východná","Liptovský Trnovec"
"1073","511170","510858",6,"SK0315","SK0315","Východná","Malužiná"
"1074","511170","510947",2,"SK0315","SK0315","Východná","Podtureò"
"1075","511170","510963",1,"SK0315","SK0315","Východná","Pribylina"
"1076","511170","510998",6,"SK0315","SK0318","Východná","Ružomberok"
"1077","511170","511099",5,"SK0315","SK0315","Východná","Uhorská Ves"
"1078","511170","511129",6,"SK0315","SK0315","Východná","Važec"
"1079","511170","511170",92,"SK0315","SK0315","Východná","Východná"
"1080","511170","511196",2,"SK0315","SK0315","Východná","Závažná Poruba"
"1081","511170","558281",4,"SK0315","SK0315","Východná","Liptovská Porúbka"
"1082","511188","510262",6,"SK0315","SK0315","Vyšná Boca","Liptovský Mikuláš"
"1083","511188","510521",1,"SK0315","SK0315","Vyšná Boca","Jamník"
"1084","511188","510726",1,"SK0315","SK0315","Vyšná Boca","Liptovský Hrádok"
"1085","511188","510858",2,"SK0315","SK0315","Vyšná Boca","Malužiná"
"1086","511188","510874",1,"SK0315","SK0315","Vyšná Boca","Nižná Boca"
"1087","511188","510947",1,"SK0315","SK0315","Vyšná Boca","Podtureò"
"1088","511188","511188",2,"SK0315","SK0315","Vyšná Boca","Vyšná Boca"
"1089","511196","510262",138,"SK0315","SK0315","Závažná Poruba","Liptovský Mikuláš"
"1090","511196","510301",1,"SK0315","SK0318","Závažná Poruba","Bešeòová"
"1091","511196","510386",8,"SK0315","SK0315","Závažná Poruba","Demänovská Dolina"
"1092","511196","510467",1,"SK0315","SK0315","Závažná Poruba","Hybe"
"1093","511196","510653",1,"SK0315","SK0315","Závažná Poruba","Liptovská Sielnica"
"1094","511196","510670",1,"SK0315","SK0318","Závažná Poruba","Liptovská Teplá"
"1095","511196","510726",23,"SK0315","SK0315","Závažná Poruba","Liptovský Hrádok"
"1096","511196","510734",1,"SK0315","SK0315","Závažná Poruba","Liptovský Ján"
"1097","511196","510751",2,"SK0315","SK0315","Závažná Poruba","Liptovský Ondrej"
"1098","511196","510785",1,"SK0315","SK0318","Závažná Poruba","Lisková"
"1099","511196","510793",1,"SK0315","SK0315","Závažná Poruba","¼ube¾a"
"1100","511196","510947",3,"SK0315","SK0315","Závažná Poruba","Podtureò"
"1101","511196","510998",7,"SK0315","SK0318","Závažná Poruba","Ružomberok"
"1102","511196","511099",2,"SK0315","SK0315","Závažná Poruba","Uhorská Ves"
"1103","511196","511170",1,"SK0315","SK0315","Závažná Poruba","Východná"
"1104","511196","511196",51,"SK0315","SK0315","Závažná Poruba","Závažná Poruba"
"1105","511196","511200",1,"SK0315","SK0315","Závažná Poruba","Žiar"
"1106","511200","510262",72,"SK0315","SK0315","Žiar","Liptovský Mikuláš"
"1107","511200","510386",2,"SK0315","SK0315","Žiar","Demänovská Dolina"
"1108","511200","510408",1,"SK0315","SK0315","Žiar","Dúbrava"
"1109","511200","510726",10,"SK0315","SK0315","Žiar","Liptovský Hrádok"
"1110","511200","510785",2,"SK0315","SK0318","Žiar","Lisková"
"1111","511200","510831",1,"SK0315","SK0315","Žiar","Malatíny"
"1112","511200","510998",5,"SK0315","SK0318","Žiar","Ružomberok"
"1113","511200","511013",4,"SK0315","SK0315","Žiar","Smreèany"
"1114","511200","511048",2,"SK0315","SK0315","Žiar","Svätý Kríž"
"1115","511200","511145",2,"SK0315","SK0315","Žiar","Veterná Poruba"
"1116","511200","511153",1,"SK0315","SK0315","Žiar","Vlachy"
"1117","511200","511196",4,"SK0315","SK0315","Žiar","Závažná Poruba"
"1118","511200","511200",10,"SK0315","SK0315","Žiar","Žiar"
"1119","556807","510262",10,"SK0315","SK0315","Ižipovce","Liptovský Mikuláš"
"1120","556807","510351",1,"SK0315","SK0315","Ižipovce","Bukovina"
"1121","556807","510572",1,"SK0315","SK0315","Ižipovce","Kvaèany"
"1122","556807","510726",1,"SK0315","SK0315","Ižipovce","Liptovský Hrádok"
"1123","556807","510777",1,"SK0315","SK0315","Ižipovce","Liptovský Trnovec"
"1124","556807","510793",1,"SK0315","SK0315","Ižipovce","¼ube¾a"
"1125","556807","510904",1,"SK0315","SK0315","Ižipovce","Partizánska ¼upèa"
"1126","556807","510971",1,"SK0315","SK0315","Ižipovce","Prosiek"
"1127","558281","510262",36,"SK0315","SK0315","Liptovská Porúbka","Liptovský Mikuláš"
"1128","558281","510335",1,"SK0315","SK0315","Liptovská Porúbka","Bobrovník"
"1129","558281","510386",2,"SK0315","SK0315","Liptovská Porúbka","Demänovská Dolina"
"1130","558281","510408",1,"SK0315","SK0315","Liptovská Porúbka","Dúbrava"
"1131","558281","510467",1,"SK0315","SK0315","Liptovská Porúbka","Hybe"
"1132","558281","510521",1,"SK0315","SK0315","Liptovská Porúbka","Jamník"
"1133","558281","510564",3,"SK0315","SK0315","Liptovská Porúbka","Krá¾ova Lehota"
"1134","558281","510611",1,"SK0315","SK0315","Liptovská Porúbka","Liptovská Kokava"
"1135","558281","510661",1,"SK0315","SK0318","Liptovská Porúbka","Liptovská Štiavnica"
"1136","558281","510726",127,"SK0315","SK0315","Liptovská Porúbka","Liptovský Hrádok"
"1137","558281","510734",4,"SK0315","SK0315","Liptovská Porúbka","Liptovský Ján"
"1138","558281","510751",1,"SK0315","SK0315","Liptovská Porúbka","Liptovský Ondrej"
"1139","558281","510858",2,"SK0315","SK0315","Liptovská Porúbka","Malužiná"
"1140","558281","510947",6,"SK0315","SK0315","Liptovská Porúbka","Podtureò"
"1141","558281","510963",1,"SK0315","SK0315","Liptovská Porúbka","Pribylina"
"1142","558281","510998",2,"SK0315","SK0318","Liptovská Porúbka","Ružomberok"
"1143","558281","511056",1,"SK0315","SK0318","Liptovská Porúbka","Štiavnièka"
"1144","558281","511099",5,"SK0315","SK0315","Liptovská Porúbka","Uhorská Ves"
"1145","558281","511170",2,"SK0315","SK0315","Liptovská Porúbka","Východná"
"1146","558281","511196",2,"SK0315","SK0315","Liptovská Porúbka","Závažná Poruba"
"1147","558281","558281",26,"SK0315","SK0315","Liptovská Porúbka","Liptovská Porúbka"
"1148","580287","510262",84,"SK0315","SK0315","Liptovský Peter","Liptovský Mikuláš"
"1149","580287","510386",5,"SK0315","SK0315","Liptovský Peter","Demänovská Dolina"
"1150","580287","510467",1,"SK0315","SK0315","Liptovský Peter","Hybe"
"1151","580287","510521",3,"SK0315","SK0315","Liptovský Peter","Jamník"
"1152","580287","510564",2,"SK0315","SK0315","Liptovský Peter","Krá¾ova Lehota"
"1153","580287","510611",3,"SK0315","SK0315","Liptovský Peter","Liptovská Kokava"
"1154","580287","510726",154,"SK0315","SK0315","Liptovský Peter","Liptovský Hrádok"
"1155","580287","510734",5,"SK0315","SK0315","Liptovský Peter","Liptovský Ján"
"1156","580287","510751",1,"SK0315","SK0315","Liptovský Peter","Liptovský Ondrej"
"1157","580287","510858",4,"SK0315","SK0315","Liptovský Peter","Malužiná"
"1158","580287","510947",7,"SK0315","SK0315","Liptovský Peter","Podtureò"
"1159","580287","510963",9,"SK0315","SK0315","Liptovský Peter","Pribylina"
"1160","580287","510998",3,"SK0315","SK0318","Liptovský Peter","Ružomberok"
"1161","580287","511111",3,"SK0315","SK0315","Liptovský Peter","Vavrišovo"
"1162","580287","511170",1,"SK0315","SK0315","Liptovský Peter","Východná"
"1163","580287","511196",3,"SK0315","SK0315","Liptovský Peter","Závažná Poruba"
"1164","580287","558281",7,"SK0315","SK0315","Liptovský Peter","Liptovská Porúbka"
"1165","580287","580287",11,"SK0315","SK0315","Liptovský Peter","Liptovský Peter"
